timestamp,normU,maxDeltaAlpha,interfaceHeightMaxRel,interfaceHeightMinRel
0,0,nan,0.00082,-0.00082
0.000711683,0.0013130997707,0.002308,0.000818738542401,-0.00082
0.00126618,0.000653201894945,0.009865,0.000815542985379,-0.00082
0.00191341,0.000588293731487,0.026071,0.000806269288919,-0.00082
0.00347048,0.000869880137412,0.127048,0.000727248979555,-0.00082
0.00762095,0.00201614961142,0.126597,0.000483322373108,-0.00082
0.00915569,0.0024738590024,0.038114,0.000502591322127,-0.000819372189362
0.0105212,0.00288740304546,0.01937,0.000500590464254,-0.000816310281908
0.0118906,0.00330592221697,0.028834,0.000479647818962,-0.000813872338513
0.0131859,0.00368055410104,0.022204,0.000453429088641,-0.000814320580627
0.0154648,0.00391069722509,0.015935,0.000429230053673,-0.000813052132871
0.0166025,0.00394861578015,0.03023,0.000431693927231,-0.00080791319021
0.0178207,0.00392280926487,0.048693,0.000452222519971,-0.000797697168712
0.0192904,0.00378898287327,0.070532,0.000505951293991,-0.000782608290141
0.0231816,0.00298377619471,0.050522,0.000636944349983,-0.000740181412206
0.0252473,0.00262819363708,0.010008,0.000645923242727,-0.000749731653578
0.0270707,0.0024780649037,0.0314869,0.000619520723196,-0.000774532125956
0.0286043,0.0024422574665,0.040411,0.000585873157688,-0.000792646146581
0.0321353,0.00247048575928,0.04911,0.000543933808295,-0.000819925590302
0.0335975,0.00274627024641,0.04636,0.000537142388332,-0.00082
0.0349453,0.00313369200971,0.030328,0.000525756021334,-0.00082
0.0362407,0.0035461339642,0.016155,0.000509088747571,-0.00082
0.0378771,0.00393909448399,0.006356,0.000489452227011,-0.00082
0.0385799,0.004111098743,0.007591,0.000484028419984,-0.000819485498023
0.0392814,0.00428351374871,0.010761,0.000481377517355,-0.000817936958812
0.0399961,0.00441269981922,0.014135,0.000481865162033,-0.000815493345568
0.0414901,0.00451511689161,0.021192,0.00049392586298,-0.000807118657152
0.0422885,0.00448902557601,0.024571,0.00050762697423,-0.000800334874836
0.0431427,0.00440005661427,0.027466,0.000527265019547,-0.000791152863808
0.0440708,0.00423882158978,0.028886,0.000552991606174,-0.000780830370682
0.0463403,0.00360660009982,0.029423,0.000609893245766,-0.000763154641517
0.0481266,0.00320874144785,0.028213,0.000632577012573,-0.000761428257653
0.0502563,0.00285819769012,0.010765,0.000635036460567,-0.000771374979383
0.0522814,0.00262793400823,0.0278782,0.00061325967515,-0.000787611805784
0.0557036,0.00233644225827,0.048147,0.000569305432602,-0.000810884203463
0.0572073,0.00242578790813,0.038966,0.00055563795532,-0.00082
0.0586955,0.00274611398966,0.037376,0.000538528998914,-0.00082
0.061465,0.00354039577379,0.012033,0.000509556466346,-0.00082
0.0627547,0.0038177852103,0.006932,0.000503269320611,-0.000819581859127
0.0640894,0.00407108385024,0.018826,0.000503689903747,-0.000815648769194
0.0653999,0.00419677171048,0.027863,0.000512900261295,-0.000808345105138
0.0681651,0.00399247844645,0.032387,0.000558602412309,-0.000785462499664
0.0697601,0.00366172362861,0.034023,0.000589227169399,-0.000774914421409
0.0717819,0.00324387292984,0.035253,0.000617401827458,-0.000771781763817
0.0739867,0.00287104543168,0.0156775,0.000618967985666,-0.000786717103317
0.0779835,0.00244438992931,0.034464,0.000599691865808,-0.000796471111296
0.0797158,0.00234500061606,0.038378,0.0005823626329,-0.000806841003493
0.0812915,0.00238600195393,0.033103,0.000568643754452,-0.000816755172279
0.0842412,0.0030239931806,0.020369,0.000535883125191,-0.00082
0.0856907,0.00339656505196,0.010281,0.000523759932155,-0.00082
0.0871566,0.00369879179542,0.005508,0.000516530726885,-0.000819738873972
0.0886236,0.00389820228744,0.018463,0.000516849260844,-0.000815571607623
0.0917177,0.00389711065318,0.030532,0.000548014904265,-0.000795176030407
0.0933686,0.00361883831156,0.02918,0.000574608338639,-0.000782244879045
0.0951602,0.00326809513865,0.027959,0.000600988935799,-0.000775247866435
0.0991727,0.00268848596847,0.0075857,0.000621227248444,-0.00078164446893
0.101168,0.00251601617778,0.016242,0.00060960329727,-0.000790718735341
0.103188,0.0024205981184,0.033351,0.000592065963614,-0.000798236888154
0.105143,0.00246995863621,0.03718,0.00057293773952,-0.000811693493865
0.108575,0.00309187151762,0.020068,0.000538835182486,-0.00082
0.11011,0.00343232471368,0.008892,0.000530143117399,-0.00082
0.111591,0.00369701802939,0.0056239,0.000526707559799,-0.000819067773992
0.113075,0.00385711715249,0.023373,0.000538320341575,-0.000805869156201
0.116167,0.00379140715519,0.024426,0.000554515443665,-0.00079602859581
0.117855,0.00357696838363,0.024639,0.000575681410508,-0.000785149987605
0.1197,0.00328764065705,0.024413,0.000597582506709,-0.000779001941551
0.123749,0.00275948135698,0.0061093,0.000618895513616,-0.000784165704549
0.125797,0.00259532252501,0.014263,0.000610641955379,-0.000792172784705
0.12777,0.00253439440472,0.027235,0.000595981905384,-0.000798906208811
0.131229,0.00277674366455,0.023497,0.000563835084293,-0.000816791007867
0.132846,0.00308356597729,0.016501,0.000550362716342,-0.00082
0.134398,0.00338881999989,0.008046,0.000540858804616,-0.00082
0.137442,0.00376897223893,0.011441,0.000534436182717,-0.000815226665566
0.138985,0.00380260868492,0.01793,0.000540967818504,-0.000808631113616
0.140574,0.00374115980925,0.020818,0.000553934616264,-0.000800260753373
0.144057,0.00328982395004,0.02223,0.000592434121528,-0.000781537263878
0.146014,0.00301811340851,0.014694,0.000609903598069,-0.000779770688043
0.148025,0.00279352573389,0.005503,0.000615961316333,-0.00078342278228
0.151268,0.00257763131596,0.012641,0.000603230069443,-0.000794523249064
0.152546,0.0025463966414,0.014961,0.000593711962011,-0.000799423356222
0.153675,0.00256836193968,0.01527,0.000584195586484,-0.000804323630553
0.154712,0.00264942464073,0.014363,0.000575660688631,-0.000809513782729
0.156813,0.00293095339664,0.010589,0.000560265562004,-0.000816749833038
0.157914,0.00313048544604,0.007046,0.000553655483078,-0.000818817480749
0.160297,0.00349911213661,0.003217,0.000544753636371,-0.000818583236795
0.16165,0.00362732603157,0.00612,0.000544279456863,-0.000816193900487
0.163154,0.0036924422851,0.011277,0.000547673063902,-0.00081172850816
0.164716,0.00367266433325,0.018772,0.000567850903309,-0.000797354058861
0.168116,0.00330649059046,0.018919,0.000583320756316,-0.000789081713891
0.170029,0.00307888692976,0.015384,0.000598582046042,-0.000783237342481
0.173045,0.00275054842248,0.003102,0.000612512195269,-0.00078603125838
0.174389,0.0026429172689,0.005019,0.000611552128612,-0.000789558003515
0.176923,0.00254926062296,0.011064,0.00059979216147,-0.000798068008391
0.177994,0.00255200641934,0.011456,0.000591625172817,-0.000801789885257
0.178961,0.0026029379556,0.011239,0.000584016112819,-0.000805539381606
0.180858,0.00281171312695,0.009806,0.000571034797462,-0.000812665464233
0.181843,0.00294564490307,0.007771,0.000565414599976,-0.000815167753276
0.182854,0.00309664800183,0.005613,0.000560801291894,-0.000816824667007
0.184971,0.00339629628878,0.003344,0.000554174786088,-0.000817229435311
0.18609,0.00351671815735,0.004356,0.000552664409788,-0.000815762131545
0.188598,0.00363671787756,0.008896,0.000557077164861,-0.000810289482964
