metric,value
openfoam_time,15.5
analytical_area,5.5188201239141664e-05
analytical_hL,3.6744303452987026e-07
l2_rms,0.0009714431411473863
l2_rms_capillary,0.35757449816443326
l2_sum,0.12332354937232694
num_samples,16116
