snapshot_time,theta_rad,theta_deg,zeta_wall,status,quality_tier,estimator_source
11.4,-3.11017672705,-178.2,0.00443513289264,high,high,local_quadratic
11.4,-3.04734487398,-174.6,0.0044377056639,high,high,local_quadratic
11.4,-2.98451302091,-171,0.00443972607314,high,high,local_quadratic
11.4,-2.92168116784,-167.4,0.00444071806334,high,high,local_quadratic
11.4,-2.85884931477,-163.8,0.00444258115383,high,high,local_quadratic
11.4,-2.79601746169,-160.2,0.00444310499017,high,high,local_quadratic
11.4,-2.73318560862,-156.6,0.00444346348801,high,high,local_quadratic
11.4,-2.67035375555,-153,0.00444614481843,high,high,local_quadratic
11.4,-2.60752190248,-149.4,0.00444817476138,high,high,local_quadratic
11.4,-2.54469004941,-145.8,0.00445033713373,high,high,local_quadratic
11.4,-2.48185819634,-142.2,0.00445150832114,high,high,local_quadratic
11.4,-2.41902634326,-138.6,0.00445253790419,high,high,local_quadratic
11.4,-2.35619449019,-135,0.00445370114027,high,high,local_quadratic
11.4,-2.29336263712,-131.4,0.00445525763681,high,high,local_quadratic
11.4,-2.23053078405,-127.8,0.00445555543542,high,high,local_quadratic
11.4,-2.16769893098,-124.2,0.00445486449052,high,high,local_quadratic
11.4,-2.10486707791,-120.6,0.00445162089752,high,high,local_quadratic
11.4,-2.04203522483,-117,0.0044484146837,high,high,local_quadratic
11.4,-1.97920337176,-113.4,0.00444440736258,high,high,local_quadratic
11.4,-1.91637151869,-109.8,0.00444179813183,high,high,local_quadratic
11.4,-1.85353966562,-106.2,0.00444023443254,high,high,local_quadratic
11.4,-1.79070781255,-102.6,0.00443855179133,high,high,local_quadratic
11.4,-1.72787595947,-99,0.00443928945801,high,high,local_quadratic
11.4,-1.6650441064,-95.4,0.00443975016953,high,high,local_quadratic
11.4,-1.60221225333,-91.8,0.00443851769103,high,high,local_quadratic
11.4,-1.53938040026,-88.2,0.0044397347043,high,high,local_quadratic
11.4,-1.47654854719,-84.6,0.00444257705374,high,high,local_quadratic
11.4,-1.41371669412,-81,0.00444428283882,high,high,local_quadratic
11.4,-1.35088484104,-77.4,0.00444512322958,high,high,local_quadratic
11.4,-1.28805298797,-73.8,0.00444710252463,high,high,local_quadratic
11.4,-1.2252211349,-70.2,0.00444759523114,high,high,local_quadratic
11.4,-1.16238928183,-66.6,0.00444667339934,high,high,local_quadratic
11.4,-1.09955742876,-63,0.0044476105628,high,high,local_quadratic
11.4,-1.03672557568,-59.4,0.00444780249902,high,high,local_quadratic
11.4,-0.973893722613,-55.8,0.00444873317076,high,high,local_quadratic
11.4,-0.911061869541,-52.2,0.00444971010239,high,high,local_quadratic
11.4,-0.848230016469,-48.6,0.00445157533868,high,high,local_quadratic
11.4,-0.785398163397,-45,0.00445213204215,high,high,local_quadratic
11.4,-0.722566310326,-41.4,0.00445280283453,high,high,local_quadratic
11.4,-0.659734457254,-37.8,0.00445338853903,high,high,local_quadratic
11.4,-0.596902604182,-34.2,0.00445365998329,high,high,local_quadratic
11.4,-0.53407075111,-30.6,0.00445327729277,high,high,local_quadratic
11.4,-0.471238898038,-27,0.0044529820699,high,high,local_quadratic
11.4,-0.408407044967,-23.4,0.00445052908184,high,high,local_quadratic
11.4,-0.345575191895,-19.8,0.00444784332166,high,high,local_quadratic
11.4,-0.282743338823,-16.2,0.00444563209523,high,high,local_quadratic
11.4,-0.219911485751,-12.6,0.0044426144246,high,high,local_quadratic
11.4,-0.157079632679,-9,0.00444110243206,high,high,local_quadratic
11.4,-0.0942477796077,-5.4,0.00443904933084,high,high,local_quadratic
11.4,-0.0314159265359,-1.8,0.00443675587941,high,high,local_quadratic
11.4,0.0314159265359,1.8,0.00443682409835,high,high,local_quadratic
11.4,0.0942477796077,5.4,0.00443905614328,high,high,local_quadratic
11.4,0.157079632679,9,0.00444019753618,high,high,local_quadratic
11.4,0.219911485751,12.6,0.00443987307279,high,high,local_quadratic
11.4,0.282743338823,16.2,0.00444022604441,high,high,local_quadratic
11.4,0.345575191895,19.8,0.00444006823468,high,high,local_quadratic
11.4,0.408407044967,23.4,0.0044405924638,high,high,local_quadratic
11.4,0.471238898038,27,0.0044420436419,high,high,local_quadratic
11.4,0.53407075111,30.6,0.00444297806687,high,high,local_quadratic
11.4,0.596902604182,34.2,0.00444447493392,high,high,local_quadratic
11.4,0.659734457254,37.8,0.00444483674607,high,high,local_quadratic
11.4,0.722566310326,41.4,0.00444561026733,high,high,local_quadratic
11.4,0.785398163397,45,0.00444747321006,high,high,local_quadratic
11.4,0.848230016469,48.6,0.00444908997077,high,high,local_quadratic
11.4,0.911061869541,52.2,0.00444976909404,high,high,local_quadratic
11.4,0.973893722613,55.8,0.00445025004773,high,high,local_quadratic
11.4,1.03672557568,59.4,0.00444919369039,high,high,local_quadratic
11.4,1.09955742876,63,0.00444801002421,high,high,local_quadratic
11.4,1.16238928183,66.6,0.00444470598995,high,high,local_quadratic
11.4,1.2252211349,70.2,0.00444188645458,high,high,local_quadratic
11.4,1.28805298797,73.8,0.00444041914699,high,high,local_quadratic
11.4,1.35088484104,77.4,0.00443900978429,high,high,local_quadratic
11.4,1.41371669412,81,0.00443945378415,high,high,local_quadratic
11.4,1.47654854719,84.6,0.00443980040813,high,high,local_quadratic
11.4,1.53938040026,88.2,0.00443891639186,high,high,local_quadratic
11.4,1.60221225333,91.8,0.00444048098725,high,high,local_quadratic
11.4,1.6650441064,95.4,0.0044429712088,high,high,local_quadratic
11.4,1.72787595947,99,0.00444346677582,high,high,local_quadratic
11.4,1.79070781255,102.6,0.00444211758017,high,high,local_quadratic
11.4,1.85353966562,106.2,0.0044412702122,high,high,local_quadratic
11.4,1.91637151869,109.8,0.00444047574397,high,high,local_quadratic
11.4,1.97920337176,113.4,0.00444019178633,high,high,local_quadratic
11.4,2.04203522483,117,0.00444004987863,high,high,local_quadratic
11.4,2.10486707791,120.6,0.00443948562563,high,high,local_quadratic
11.4,2.16769893098,124.2,0.00443969136259,high,high,local_quadratic
11.4,2.23053078405,127.8,0.00444048249626,high,high,local_quadratic
11.4,2.29336263712,131.4,0.0044420133937,high,high,local_quadratic
11.4,2.35619449019,135,0.00444398455071,high,high,local_quadratic
11.4,2.41902634326,138.6,0.00444562325264,high,high,local_quadratic
11.4,2.48185819634,142.2,0.00444604806382,high,high,local_quadratic
11.4,2.54469004941,145.8,0.0044466591984,high,high,local_quadratic
11.4,2.60752190248,149.4,0.00444618332057,high,high,local_quadratic
11.4,2.67035375555,153,0.00444600439492,high,high,local_quadratic
11.4,2.73318560862,156.6,0.00444393148149,high,high,local_quadratic
11.4,2.79601746169,160.2,0.00444189589275,high,high,local_quadratic
11.4,2.85884931477,163.8,0.00444025921348,high,high,local_quadratic
11.4,2.92168116784,167.4,0.00443823056461,high,high,local_quadratic
11.4,2.98451302091,171,0.00443806622877,high,high,local_quadratic
11.4,3.04734487398,174.6,0.00443712783591,high,high,local_quadratic
11.4,3.11017672705,178.2,0.00443493600774,high,high,local_quadratic
