snapshot_time,theta_rad,theta_deg,zeta_wall,status,quality_tier,estimator_source
1.5,-0.471238898038,-27,0.00444526791899,high,high,local_quadratic
1.5,-0.408407044967,-23.4,0.00444461859735,high,high,local_quadratic
1.5,-0.345575191895,-19.8,0.00444393688353,high,high,local_quadratic
1.5,-0.282743338823,-16.2,0.00444255392864,high,high,local_quadratic
1.5,-0.219911485751,-12.6,0.00444137359823,high,high,local_quadratic
1.5,-0.157079632679,-9,0.00443985485946,high,high,local_quadratic
1.5,-0.0942477796077,-5.4,0.00443828475421,high,high,local_quadratic
1.5,-0.0314159265359,-1.8,0.00443665655923,high,high,local_quadratic
1.5,0.0314159265359,1.8,0.00443326402386,high,high,local_quadratic
1.5,0.0942477796077,5.4,0.00442793944029,high,high,local_quadratic
1.5,0.157079632679,9,0.00442244251502,high,high,local_quadratic
1.5,0.219911485751,12.6,0.00441585313167,high,high,local_quadratic
1.5,0.282743338823,16.2,0.00440409029687,high,high,local_quadratic
1.5,0.345575191895,19.8,0.00439796668055,high,high,local_quadratic
1.5,0.408407044967,23.4,0.0043908290272,high,high,local_quadratic
1.5,0.471238898038,27,0.00438179977574,high,high,local_quadratic
1.5,0.53407075111,30.6,0.00437559764266,high,high,local_quadratic
1.5,0.596902604182,34.2,0.00437048130819,high,high,local_quadratic
1.5,0.659734457254,37.8,0.00436686303084,high,high,local_quadratic
1.5,0.722566310326,41.4,0.00436541655785,high,high,local_quadratic
1.5,0.785398163397,45,0.00436417762265,high,high,local_quadratic
1.5,0.848230016469,48.6,0.00436387185251,high,high,local_quadratic
1.5,0.911061869541,52.2,0.00436316979462,high,high,local_quadratic
1.5,0.973893722613,55.8,0.00436419373922,high,high,local_quadratic
1.5,1.03672557568,59.4,0.00436538058332,high,high,local_quadratic
1.5,1.09955742876,63,0.00436634874518,high,high,local_quadratic
1.5,1.16238928183,66.6,0.00436764919839,high,high,local_quadratic
1.5,1.2252211349,70.2,0.00436925289853,high,high,local_quadratic
1.5,1.28805298797,73.8,0.00437014429243,high,high,local_quadratic
1.5,1.35088484104,77.4,0.00437289232216,high,high,local_quadratic
1.5,1.41371669412,81,0.00437509812464,high,high,local_quadratic
1.5,1.47654854719,84.6,0.00437675134042,high,high,local_quadratic
1.5,1.53938040026,88.2,0.00437855860297,high,high,local_quadratic
1.5,1.60221225333,91.8,0.0043796175691,high,high,local_quadratic
1.5,1.6650441064,95.4,0.00437944168512,high,high,local_quadratic
1.5,1.72787595947,99,0.00437855678804,high,high,local_quadratic
1.5,1.79070781255,102.6,0.00437639403069,high,high,local_quadratic
1.5,1.85353966562,106.2,0.0043730604845,high,high,local_quadratic
1.5,1.91637151869,109.8,0.00437160972359,high,high,local_quadratic
1.5,1.97920337176,113.4,0.00436936958056,high,high,local_quadratic
1.5,2.04203522483,117,0.00436763173437,high,high,local_quadratic
1.5,2.10486707791,120.6,0.00436627503143,high,high,local_quadratic
1.5,2.16769893098,124.2,0.00436448830101,high,high,local_quadratic
1.5,2.23053078405,127.8,0.00436252319834,high,high,local_quadratic
1.5,2.29336263712,131.4,0.00436221541244,high,high,local_quadratic
1.5,2.35619449019,135,0.00436150726037,high,high,local_quadratic
1.5,2.41902634326,138.6,0.00436182639769,high,high,local_quadratic
1.5,2.48185819634,142.2,0.00436191908373,high,high,local_quadratic
1.5,2.54469004941,145.8,0.00436380749216,high,high,local_quadratic
1.5,2.60752190248,149.4,0.00436582428919,high,high,local_quadratic
1.5,2.67035375555,153,0.00436762982519,high,high,local_quadratic
1.5,2.73318560862,156.6,0.00436994680333,high,high,local_quadratic
1.5,2.79601746169,160.2,0.00437343141781,high,high,local_quadratic
1.5,2.85884931477,163.8,0.00437647178894,high,high,local_quadratic
1.5,2.92168116784,167.4,0.00438378456488,high,high,local_quadratic
1.5,2.98451302091,171,0.00439395311209,high,high,local_quadratic
1.5,3.04734487398,174.6,0.00440188146085,high,high,local_quadratic
1.5,3.11017672705,178.2,0.00441265870603,high,high,local_quadratic
