metric,value
openfoam_time,5.0
analytical_area,5.518820240018937e-05
analytical_hL,1.0199374908641335e-06
l2_rms,0.00017570330329339467
l2_rms_capillary,0.06382767124380423
l2_sum,0.02230532501674886
num_samples,16116
