metric,value
snapshot_time,5.0
quality_profile,balanced
theta_nominal_deg,115.0
num_samples_total,100
num_samples_computed,100
num_samples_invalid,0
num_tier_high,21
num_tier_medium,33
num_tier_low,46
num_samples_ok,21
num_samples_used_for_stats,100
contact_angle_all_mean_deg,98.00877960664985
contact_angle_all_q1_deg,95.3322870957708
contact_angle_all_median_deg,97.2585076110972
contact_angle_all_q3_deg,100.6517927016103
contact_angle_all_min_deg,82.76940921934238
contact_angle_all_max_deg,126.86462616242352
contact_angle_high_mean_deg,101.4611436929293
contact_angle_high_q1_deg,98.06625077913898
contact_angle_high_median_deg,101.83763424599705
contact_angle_high_q3_deg,102.94368422546418
contact_angle_high_min_deg,97.71539079576564
contact_angle_high_max_deg,106.8018055544209
contact_angle_high_medium_mean_deg,99.24490288743097
contact_angle_high_medium_q1_deg,96.63180204757512
contact_angle_high_medium_median_deg,98.03894840250993
contact_angle_high_medium_q3_deg,101.5576025411925
contact_angle_high_medium_min_deg,94.61023417140987
contact_angle_high_medium_max_deg,106.8018055544209
contact_angle_low_mean_deg,96.55767836399374
contact_angle_low_q1_deg,93.87062760513567
contact_angle_low_median_deg,96.29088890004259
contact_angle_low_q3_deg,98.49698103961614
contact_angle_low_min_deg,82.76940921934238
contact_angle_low_max_deg,126.86462616242352
contact_angle_mean_deg,98.00877960664985
contact_angle_q1_deg,95.3322870957708
contact_angle_median_deg,97.2585076110972
contact_angle_q3_deg,100.6517927016103
contact_angle_min_deg,82.76940921934238
contact_angle_max_deg,126.86462616242352
bias_all_vs_theta_nominal_deg,-16.991220393350147
bias_high_vs_theta_nominal_deg,-13.538856307070702
