snapshot_time,theta_rad,theta_deg,zeta_wall,slope_dz_dr,contact_angle_deg,ci_low_deg,ci_high_deg,ci_width_deg,fit_cond,fit_cond_global,model_diff_deg,n_points,n_unique_r,r_span,status,quality_tier,estimator_source,flag_sparse_local,flag_ill_conditioned,flag_wide_ci,flag_model_mismatch,flag_fallback_used,used_in_strict_stats,used_in_all_stats
5,-3.11017672705,-178.2,0.00386262528829,-0.120019815164,96.8438926187,22.7045143968,121.097628564,98.3931141675,389.786258072,912.243285267,7.03209334333,8,8,0.000330363865942,wide_ci,low,local_quadratic,0,0,1,0,0,0,1
5,-3.04734487398,-174.6,0.00385823971136,-0.116995898753,96.6730346423,90.9669817673,104.526682142,13.5597003747,353.519931728,912.243285267,8.55086358703,11,11,0.00032944441773,warn,medium,local_quadratic,0,0,0,0,0,0,1
5,-2.98451302091,-171,0.00385825583223,-0.103459669449,95.9067870054,84.6561314483,102.15409441,17.4979629612,435.929137371,912.243285267,8.91476382691,10,10,0.000329344766214,warn,medium,local_quadratic,0,0,0,0,0,0,1
5,-2.92168116784,-167.4,0.00384855674193,-0.0956769421535,95.4652490593,82.1109538576,115.493683383,33.3827295258,504.134621302,912.243285267,10.7359159042,10,10,0.000329190166667,warn,medium,local_quadratic,0,0,0,0,0,0,1
5,-2.85884931477,-163.8,0.00383466005058,0.126871845656,82.7694092193,69.8564523789,179.310422247,109.453969868,711.404367095,912.243285267,20.2939729163,7,7,0.000253522768617,wide_ci,low,local_quadratic,1,0,1,1,0,0,1
5,-2.79601746169,-160.2,0.00382483101305,-0.120788319619,96.8872954614,6.34443990888,139.645714218,133.301274309,522.344779971,912.243285267,5.53998167789,7,7,0.000309054274112,wide_ci,low,local_quadratic,1,0,1,0,0,0,1
5,-2.73318560862,-156.6,0.00381541109383,-0.0787429516924,94.5023486021,57.7097556953,139.769902538,82.0601468432,481.760199848,912.243285267,8.72400623724,7,7,0.000309054274112,wide_ci,low,local_quadratic,1,0,1,0,0,0,1
5,-2.67035375555,-153,0.00381302851277,-0.0530614530246,93.0373488803,3.25662524988,176.570467433,173.313842183,647.842350097,912.243285267,9.78395340623,7,7,0.000327666755766,wide_ci,low,local_quadratic,1,0,1,0,0,0,1
5,-2.60752190248,-149.4,0.00380402597336,-0.0713176011363,94.0792908755,46.3673049064,109.049627097,62.6823221902,340.209475959,912.243285267,9.72150702835,7,7,0.000327218323946,wide_ci,low,local_quadratic,1,0,1,0,0,0,1
5,-2.54469004941,-145.8,0.00379528516825,-0.117867055743,96.7222693047,91.3164332991,172.131890666,80.8154573669,436.098429015,912.243285267,7.1162221501,6,6,0.000295957084745,wide_ci,low,local_quadratic,1,0,1,0,0,0,1
5,-2.48185819634,-142.2,0.00379457767721,-0.137040553853,97.803239044,94.8754915663,117.121396026,22.2459044599,463.864377004,912.243285267,6.7661740355,8,8,0.000323419226333,high,high,local_quadratic,0,0,0,0,0,1,1
5,-2.41902634326,-138.6,0.00379158590231,-0.141885344752,98.0755286144,89.7924051724,129.931561795,40.1391566226,400.033680876,912.243285267,6.99951326291,8,8,0.000326205277815,wide_ci,low,local_quadratic,0,0,1,0,0,0,1
5,-2.35619449019,-135,0.00378600330836,-0.16534107744,99.3884084132,94.5977940247,130.873775737,36.2759817126,337.192397191,912.243285267,6.04684250134,9,9,0.000326714944094,wide_ci,low,local_quadratic,0,0,1,0,0,0,1
