time,max_z,min_z,mean_z,num_points
0.0,0.004347826819866896,0.003952173516154289,0.004156949929893017,1054
0.1,0.0043229772709310055,0.0038104865234345198,0.004020735155791044,1123
0.2,0.0043832832016050816,0.0037765169981867075,0.004015063401311636,1151
0.3,0.004533539991825819,0.003730544587597251,0.003995509352535009,1195
0.4,0.00459360983222723,0.003723624162375927,0.003974423743784428,1278
0.5,0.004551480058580637,0.003740018932148814,0.003991296980530024,1205
0.6,0.004487542901188135,0.0037279531825333834,0.004003931302577257,1187
0.7,0.004454824607819319,0.003747411072254181,0.0040105595253407955,1169
0.8,0.004458683077245951,0.0037531370762735605,0.004008673131465912,1165
0.9,0.004481155890971422,0.0037253086920827627,0.004002704750746489,1184
1.0,0.004496181849390268,0.0037012433167546988,0.003995624370872974,1224
1.1,0.004499493166804314,0.003730113385245204,0.003994346130639315,1236
1.2,0.004497806075960398,0.003745694411918521,0.004002401139587164,1196
1.3,0.004497840069234371,0.003751714015379548,0.004004412330687046,1170
1.4,0.0044961050152778625,0.0037012589164078236,0.003995310980826616,1214
1.5,0.0045028873719275,0.0037077683955430984,0.003991307225078344,1244
1.6,0.004491905216127634,0.003745828988030553,0.003999408334493637,1209
1.7,0.004491941072046757,0.00376315601170063,0.00400575902312994,1164
1.8,0.004498716909438372,0.00370536046102643,0.003997372929006815,1201
1.9,0.004498916678130627,0.003717859974130988,0.003992118872702122,1240
2.0,0.004499061498790979,0.003739879932254553,0.00400247098878026,1194
2.1,0.004491047002375126,0.003747716546058655,0.004002161789685488,1176
2.2,0.004500695038586855,0.0036903941072523594,0.003995855804532766,1218
2.3,0.00450240820646286,0.00371377426199615,0.003992672078311443,1242
2.4,0.004508902784436941,0.003730596276000142,0.003991365898400545,1242
2.5,0.004505975637584925,0.0037505903746932745,0.004002937115728855,1177
2.6,0.004499473609030247,0.0037105418741703033,0.003996614366769791,1202
2.7,0.00450900848954916,0.0036964714527130127,0.0039921049028635025,1234
2.8,0.004511706065386534,0.0037140613421797752,0.0039898063987493515,1248
2.9,0.004511144943535328,0.0037492462433874607,0.004002334550023079,1187
3.0,0.004501513671129942,0.00373163353651762,0.003998977597802877,1189
3.1,0.004502460826188326,0.003705610055476427,0.003993428312242031,1219
3.2,0.00450558215379715,0.003711744910106063,0.003990941680967808,1242
3.3,0.004504404496401548,0.003738611936569214,0.00399212259799242,1234
3.4,0.004501027055084705,0.0037577084731310606,0.004004392307251692,1165
3.5,0.004497664049267769,0.0037010484375059605,0.003994776867330074,1209
3.6,0.004503202624619007,0.003710460616275668,0.003992841579020023,1236
3.7,0.004492807202041149,0.0037378156557679176,0.003999568056315184,1209
3.8,0.004495946690440178,0.0037553978618234396,0.004004973452538252,1170
3.9,0.004490797407925129,0.0037027790676802397,0.003998687025159597,1198
4.0,0.004497205372899771,0.0036998006980866194,0.0039933049120008945,1238
4.1,0.004501768387854099,0.0037188848946243525,0.003991701174527407,1243
4.2,0.00450237886980176,0.003750935662537813,0.004004856571555138,1183
4.3,0.004491907078772783,0.0037351155187934637,0.004000861197710037,1183
4.4,0.004491435829550028,0.0036935056559741497,0.003996218089014292,1217
4.5,0.00449272571131587,0.0037247741129249334,0.003993943799287081,1237
4.6,0.004492294508963823,0.003737545572221279,0.004002877976745367,1192
4.7,0.004489287734031677,0.0037548241671174765,0.0040057082660496235,1163
4.8,0.004498757887631655,0.0037085015792399645,0.003996160812675953,1208
4.9,0.004502566996961832,0.0037094152066856623,0.003992009442299604,1240
5.0,0.004495561588555574,0.003726095426827669,0.003993981052190065,1234
