theta,h,source
-3.0925052683774528,0.004141785437241197,openfoam
-2.9943304979527716,0.004130669683218002,openfoam
-2.8961557275280905,0.004117608070373535,openfoam
-2.7979809571034093,0.004107093904167414,openfoam
-2.6998061866787286,0.004099361986542742,openfoam
-2.6016314162540475,0.0040900480234995484,openfoam
-2.5034566458293663,0.004081438994035125,openfoam
-2.405281875404685,0.0040678073652088646,openfoam
-2.3071071049800045,0.00405644066631794,openfoam
-2.2089323345553233,0.004047647956758738,openfoam
-2.110757564130642,0.0040462391916662455,openfoam
-2.0125827937059615,0.004041676331932346,openfoam
-1.9144080232812801,0.004030951391905546,openfoam
-1.8162332528565992,0.004020539950579405,openfoam
-1.718058482431918,0.004012374114245177,openfoam
-1.6198837120072371,0.004007244482636452,openfoam
-1.521708941582556,0.004009251017123461,openfoam
-1.423534171157875,0.0040161944925785065,openfoam
-1.325359400733194,0.004027872998267412,openfoam
-1.227184630308513,0.004037045687437057,openfoam
-1.129009859883832,0.0040416795915613575,openfoam
-1.030835089459151,0.004042991669848561,openfoam
-0.9326603190344698,0.004044957226142287,openfoam
-0.8344855486097886,0.004056355250733239,openfoam
-0.7363107781851079,0.004070383845828474,openfoam
-0.6381360077604268,0.0040823533199727535,openfoam
-0.5399612373357456,0.00409013032913208,openfoam
-0.4417864669110645,0.004098581460614999,openfoam
-0.3436116964863838,0.0041064883582293986,openfoam
-0.24543692606170264,0.004117182455956936,openfoam
-0.1472621556370215,0.004130049142986536,openfoam
-0.04908738521234035,0.004142784979194403,openfoam
0.04908738521234035,0.004155982472002506,openfoam
0.1472621556370215,0.0041693015024065975,openfoam
0.24543692606170264,0.004184042103588581,openfoam
0.3436116964863838,0.004199672676622868,openfoam
0.4417864669110645,0.004217980041479071,openfoam
0.5399612373357456,0.004233878687955439,openfoam
0.6381360077604268,0.004250832445298632,openfoam
0.7363107781851079,0.004269374301657081,openfoam
0.8344855486097886,0.0042798534967005255,openfoam
0.9326603190344702,0.004287353833205998,openfoam
1.030835089459151,0.004289454314857721,openfoam
1.1290098598838316,0.004292852866152923,openfoam
1.2271846303085132,0.004292493592947722,openfoam
1.325359400733194,0.004290761798620224,openfoam
1.4235341711578746,0.004291840735822916,openfoam
1.5217089415825562,0.004290718585252762,openfoam
1.619883712007237,0.004289265815168619,openfoam
1.7180584824319185,0.004290853906422853,openfoam
1.8162332528565992,0.004292134009301662,openfoam
1.91440802328128,0.004291815496981144,openfoam
2.0125827937059615,0.0042902637117852764,openfoam
2.110757564130642,0.004289009142667055,openfoam
2.208932334555323,0.004287333809770644,openfoam
2.3071071049800045,0.004280182765796781,openfoam
2.405281875404685,0.0042697224766016,openfoam
2.5034566458293668,0.004250673421969016,openfoam
2.6016314162540475,0.0042337102349847555,openfoam
2.699806186678728,0.004218658975635965,openfoam
2.7979809571034098,0.004200870823115111,openfoam
2.8961557275280905,0.004185211379081011,openfoam
2.994330497952771,0.004170221742242575,openfoam
3.0925052683774528,0.004155474171663324,openfoam
-3.0925052683774528,0.005000006146073351,young_laplace
-2.9943304979527716,0.005000034527280079,young_laplace
-2.8961557275280905,0.005000059910888372,young_laplace
-2.7979809571034093,0.005000088752147832,young_laplace
