snapshot_time,theta_rad,theta_deg,zeta_wall,status,quality_tier,estimator_source
0,-3.11017672705,-178.2,0.00414878949333,high,high,local_quadratic
0,-3.04734487398,-174.6,0.00414899664003,high,high,local_quadratic
0,-2.98451302091,-171,0.00414979936764,warn,medium,local_quadratic
0,-2.92168116784,-167.4,0.00415071608773,high,high,local_quadratic
0,-2.85884931477,-163.8,0.00415040850225,high,high,local_quadratic
0,-2.79601746169,-160.2,0.00414943329157,high,high,local_quadratic
0,-2.73318560862,-156.6,0.00414892558778,high,high,local_quadratic
0,-2.67035375555,-153,0.00414944903577,high,high,local_quadratic
0,-2.60752190248,-149.4,0.00415063288601,high,high,local_quadratic
0,-2.54469004941,-145.8,0.00415096284394,warn,medium,local_quadratic
0,-2.48185819634,-142.2,0.0041514865034,high,high,local_quadratic
0,-2.41902634326,-138.6,0.00415091985067,high,high,local_quadratic
0,-2.35619449019,-135,0.00415007237284,high,high,local_quadratic
0,-2.29336263712,-131.4,0.00415083533011,high,high,local_quadratic
0,-2.23053078405,-127.8,0.00415065098087,high,high,local_quadratic
0,-2.16769893098,-124.2,0.00415009249976,high,high,local_quadratic
0,-2.10486707791,-120.6,0.00414917095428,high,high,local_quadratic
0,-2.04203522483,-117,0.00414979031918,high,high,local_quadratic
0,-1.97920337176,-113.4,0.00414963808203,high,high,local_quadratic
0,-1.91637151869,-109.8,0.00414956937334,high,high,local_quadratic
0,-1.85353966562,-106.2,0.00414970990762,high,high,local_quadratic
0,-1.79070781255,-102.6,0.00414991725397,high,high,local_quadratic
0,-1.72787595947,-99,0.00415013825345,high,high,local_quadratic
0,-1.6650441064,-95.4,0.00415039830364,warn,medium,local_quadratic
0,-1.60221225333,-91.8,0.00415104999307,high,high,local_quadratic
0,-1.53938040026,-88.2,0.00415115804132,high,high,local_quadratic
0,-1.47654854719,-84.6,0.004150352729,high,high,local_quadratic
0,-1.41371669412,-81,0.00415081462883,high,high,local_quadratic
0,-1.35088484104,-77.4,0.00415075862235,high,high,local_quadratic
0,-1.28805298797,-73.8,0.00415084302852,high,high,local_quadratic
0,-1.2252211349,-70.2,0.00415104883976,high,high,local_quadratic
0,-1.16238928183,-66.6,0.00415043705401,high,high,local_quadratic
0,-1.09955742876,-63,0.00414963897984,high,high,local_quadratic
0,-1.03672557568,-59.4,0.00414965061326,high,high,local_quadratic
0,-0.973893722613,-55.8,0.00414996090881,high,high,local_quadratic
0,-0.911061869541,-52.2,0.00414977966563,high,high,local_quadratic
0,-0.848230016469,-48.6,0.00415051829431,high,high,local_quadratic
0,-0.785398163397,-45,0.00415193808317,high,high,local_quadratic
0,-0.722566310326,-41.4,0.00414917680742,high,high,local_quadratic
0,-0.659734457254,-37.8,0.00414881970725,high,high,local_quadratic
0,-0.596902604182,-34.2,0.00414974072038,high,high,local_quadratic
0,-0.53407075111,-30.6,0.00414930304815,high,high,local_quadratic
0,-0.471238898038,-27,0.0041499017934,high,high,local_quadratic
0,-0.408407044967,-23.4,0.00415045074308,warn,medium,local_quadratic
0,-0.345575191895,-19.8,0.00415093540626,high,high,local_quadratic
0,-0.282743338823,-16.2,0.00414990003479,high,high,local_quadratic
0,-0.219911485751,-12.6,0.0041492488729,warn,medium,local_quadratic
0,-0.157079632679,-9,0.00414980945311,high,high,local_quadratic
0,-0.0942477796077,-5.4,0.00415048603432,high,high,local_quadratic
0,-0.0314159265359,-1.8,0.00415030821909,high,high,local_quadratic
0,0.0314159265359,1.8,0.004148902906,high,high,local_quadratic
0,0.0942477796077,5.4,0.00414905988812,high,high,local_quadratic
0,0.157079632679,9,0.00414973205985,high,high,local_quadratic
0,0.219911485751,12.6,0.00415076362522,high,high,local_quadratic
0,0.282743338823,16.2,0.00415012250047,high,high,local_quadratic
0,0.345575191895,19.8,0.00414960039348,high,high,local_quadratic
0,0.408407044967,23.4,0.00414898963729,high,high,local_quadratic
0,0.471238898038,27,0.0041490128744,high,high,local_quadratic
0,0.53407075111,30.6,0.00414991171413,high,high,local_quadratic
0,0.596902604182,34.2,0.00415092765298,high,high,local_quadratic
0,0.659734457254,37.8,0.00415103892615,high,high,local_quadratic
0,0.722566310326,41.4,0.00415067335225,high,high,local_quadratic
0,0.785398163397,45,0.0041502979529,high,high,local_quadratic
0,0.848230016469,48.6,0.0041509772462,high,high,local_quadratic
0,0.911061869541,52.2,0.00415063115141,warn,medium,local_quadratic
0,0.973893722613,55.8,0.00415047362523,high,high,local_quadratic
0,1.03672557568,59.4,0.00415026520227,high,high,local_quadratic
0,1.09955742876,63,0.00414980984759,high,high,local_quadratic
0,1.16238928183,66.6,0.00414989102616,high,high,local_quadratic
0,1.2252211349,70.2,0.00414972790112,high,high,local_quadratic
0,1.28805298797,73.8,0.00414981824569,high,high,local_quadratic
0,1.35088484104,77.4,0.00414998430344,high,high,local_quadratic
0,1.41371669412,81,0.00415009002812,high,high,local_quadratic
0,1.47654854719,84.6,0.00415035653519,high,high,local_quadratic
0,1.53938040026,88.2,0.0041514196298,high,high,local_quadratic
0,1.60221225333,91.8,0.00415182144917,high,high,local_quadratic
0,1.6650441064,95.4,0.00415079204944,high,high,local_quadratic
0,1.72787595947,99,0.00415084931496,high,high,local_quadratic
0,1.79070781255,102.6,0.00415074180074,high,high,local_quadratic
0,1.85353966562,106.2,0.00415086329342,high,high,local_quadratic
0,1.91637151869,109.8,0.00415102790947,high,high,local_quadratic
0,1.97920337176,113.4,0.00415046335563,warn,medium,local_quadratic
0,2.04203522483,117,0.00415003126899,warn,medium,local_quadratic
0,2.10486707791,120.6,0.00414989034832,warn,medium,local_quadratic
0,2.16769893098,124.2,0.00415003645474,high,high,local_quadratic
0,2.23053078405,127.8,0.00414981407057,high,high,local_quadratic
0,2.29336263712,131.4,0.00415020630468,high,high,local_quadratic
0,2.35619449019,135,0.00415187628579,high,high,local_quadratic
0,2.41902634326,138.6,0.00414931893086,high,high,local_quadratic
0,2.48185819634,142.2,0.00414892953665,high,high,local_quadratic
0,2.54469004941,145.8,0.00414969653661,high,high,local_quadratic
0,2.60752190248,149.4,0.00414952206873,high,high,local_quadratic
0,2.67035375555,153,0.004150272029,high,high,local_quadratic
0,2.73318560862,156.6,0.00415083666084,high,high,local_quadratic
0,2.79601746169,160.2,0.00415050716589,high,high,local_quadratic
0,2.85884931477,163.8,0.00414983975154,high,high,local_quadratic
0,2.92168116784,167.4,0.0041498644636,high,high,local_quadratic
0,2.98451302091,171,0.00415081133689,high,high,local_quadratic
0,3.04734487398,174.6,0.00415076079338,high,high,local_quadratic
0,3.11017672705,178.2,0.00415038060024,high,high,local_quadratic
