timestamp,normU,maxDeltaAlpha,interfaceHeightMax,interfaceHeightMin
0.260813,0.0116850787308,0.018167,0.00496792688446,0.00332000588849
0.264536,0.0125765559804,0.026169,0.00497764549637,0.00332
0.267854,0.0130814147204,0.051692,0.0049808672842,0.00332
0.271706,0.0133626172698,0.029434,0.00498,0.00332
0.275384,0.0133388896373,0.069259,0.00498008050029,0.00332
0.278228,0.0112500637722,0.03348,0.00498000124674,0.00332000360178
0.280871,0.0105764641883,0.03048,0.00498000000076,0.00332000014588
0.283866,0.012120547393,0.04626,0.00498000001439,0.00331999668178
0.28681,0.0108166496484,0.028454,0.00498002978977,0.00331991539876
0.289646,0.0118603664884,0.01993,0.00498258534401,0.00331982317234
0.293092,0.0130246410204,0.02164,0.00498037948259,0.00331972684013
0.296974,0.0137864523391,0.073602,0.00496785153706,0.00331962799334
0.299926,0.0124567657953,0.034724,0.00497960643133,0.0033224782384
