metric,value
openfoam_time,10.0
analytical_area,5.5188201239141664e-05
analytical_hL,3.6744303452987026e-07
l2_rms,0.00023080492314735663
l2_rms_capillary,0.08495603198229311
l2_sum,0.029300410008063126
num_samples,16116
