x,y,z
0.004149999935179949,-1.0164568041004475e-18,0.004956785589456558
0.004147585481405258,4.621679545380175e-05,0.004973280243575573
0.004147751722484827,-4.303639434510842e-05,0.0049751210026443005
0.0038431603461503983,-0.00023025031259749085,0.004974201321601868
0.0041120718233287334,3.0132796382531524e-06,0.004965961445122957
0.004127409774810076,-0.00043242095853202045,0.0050180829130113125
0.004078160505741835,-0.0007443170179612935,0.005067797843366861
0.0036085895262658596,-0.00045229244278743863,0.004982381593436003
0.00412256084382534,0.000474905944429338,0.005028366111218929
0.003662476781755686,0.00029748037923127413,0.00502714142203331
4.8747489927336574e-05,-0.004148328211158514,0.0047668833285570145
0.0004526763514149934,-0.004125237464904785,0.0046891868114471436
2.0384071831358597e-05,-0.004149950109422207,0.004779538605362177
-1.0901980203925632e-05,-0.004148469772189856,0.004768568091094494
2.9640003049280494e-05,-0.00409512547776103,0.004761730786412954
-0.00041214682278223336,-0.004129483830183744,0.004752553999423981
-0.0006974659627303481,-0.004085874650627375,0.004667177796363831
-0.0005235240678302944,-0.003640180453658104,0.004684451501816511
-7.95169617049396e-05,-0.0038638547994196415,0.004722780082374811
-0.0008402003441005945,-0.0040640574879944324,0.004599925596266985
-0.001079740934073925,-0.0040013426914811134,0.004607600625604391
-0.0011171031510457397,-0.0036095143295824528,0.004598109982907772
-0.0012591034173965454,-0.003954384941607714,0.004619272891432047
-0.0012487691128626466,-0.003487558104097843,0.0046039484441280365
-0.001398756168782711,-0.0039017479866743088,0.004586746450513601
-0.0018614226719364524,-0.0037028025835752487,0.0046233199536800385
-0.0016642843838781118,-0.003801665036007762,0.00455839466303587
-0.001350090722553432,-0.0034969092812389135,0.004582140129059553
-0.0020513299386948347,-0.0036075678654015064,0.004683473147451878
-0.002445798832923174,-0.0033504548482596874,0.004728733561933041
-0.0024160766042768955,-0.003374177496880293,0.004716468043625355
-0.0023720820900052786,-0.003402328584343195,0.004720534663647413
-0.0027545068878680468,-0.003104060422629118,0.0047436668537557125
-0.002972958842292428,-0.0028888185042887926,0.004677818156778812
-0.0024206279776990414,-0.0029386323876678944,0.004728927277028561
-0.0031456195283681154,-0.0026996599044650793,0.0046756514348089695
-0.0030629595275968313,-0.002800139132887125,0.004632947500795126
-0.002934622811153531,-0.0025320725981146097,0.004646920133382082
-0.003338044974952936,-0.0024657566100358963,0.004731742665171623
-0.002942861057817936,-0.0024145033676177263,0.004657633602619171
-0.0035083703696727753,-0.0022080529015511274,0.004679176956415176
-0.0036830485332757235,-0.001900252653285861,0.004618007689714432
-0.003576814429834485,-0.0021044944878667593,0.004634127952158451
-0.003414895385503769,-0.0020681119058281183,0.004624284338206053
-0.0034970773849636316,-0.0018715430051088333,0.004626840353012085
-0.0031096970196813345,-0.002304628025740385,0.004649199079722166
-0.003776631085202098,-0.001720336265861988,0.004602496046572924
-0.003498299513012171,-0.0015762548428028822,0.0046099587343633175
-0.003850106615573168,-0.0015338084194809198,0.004616681020706892
