metric,value
openfoam_time,4.0
analytical_area,5.5189442851546764e-05
analytical_hL,4.845677406854474e-05
l2_rms,0.0003344093085336839
l2_rms_capillary,0.11691910966339991
l2_sum,0.042452863296568895
num_samples,16116
