timestamp,normU,maxDeltaAlpha,interfaceHeightMaxRel,interfaceHeightMinRel
0,0,nan,0.00082,-0.00082
0.000719175,0.00757108753653,0.005448,0.000817983593755,-0.00082
0.00133704,0.0103132214083,0.011223,0.000811861050403,-0.00082
0.00189105,0.012167106999,0.018241,0.000803576831078,-0.00082
0.00243406,0.0138534563715,0.035172,0.000788792167227,-0.00082
0.00298109,0.0146989151584,0.053146,0.000759429046385,-0.00082
0.00352403,0.0142506878702,0.064073,0.000711175167302,-0.00082
0.00403211,0.0120888541962,0.066176,0.000646513395107,-0.00082
0.00456614,0.00907242257121,0.065032,0.000561581907827,-0.00082
0.00513224,0.00758225513583,0.065496,0.000480197619011,-0.00082
0.00590849,0.00633120069311,0.073621,0.000449203981906,-0.00082
0.00766301,0.00564875710116,0.106085,0.000449715623644,-0.00082
0.010058,0.00462887635595,0.064704,0.000413281472062,-0.00081945260709
0.0110987,0.00399859095997,0.040842,0.000366974935378,-0.00082
0.0128681,0.00301851430909,0.071716,0.000285503484525,-0.00082
0.014077,0.00247665796995,0.016003,0.000267010717688,-0.00082
0.0153578,0.00207967363979,0.023977,0.000283125444707,-0.00082
0.0169505,0.00178904546092,0.044791,0.000325016565584,-0.00082
0.0178654,0.00168753708854,0.056437,0.000366045380749,-0.000819094270081
0.0199602,0.0014138642319,0.149621,0.000485395663193,-0.000803129186523
0.0221754,0.00168959115228,0.102491,0.000585181602424,-0.000780570221177
0.0243614,0.00201828559254,0.067271,0.000637839243638,-0.000768941975744
0.0251221,0.00210538806235,0.015679,0.000645878651729,-0.000770459494895
0.0267881,0.00246515937613,0.016982,0.000646509784061,-0.000781063281953
0.028276,0.00265135161734,0.0196015,0.000632591864565,-0.000792795063399
0.0298007,0.00270004499652,0.031077,0.000618580076831,-0.000800856536247
0.0317095,0.00269778262994,0.057015,0.000597403578903,-0.000806720524974
0.0337086,0.00254907620704,0.100092,0.000566530152721,-0.00082
0.0356664,0.00228536821688,0.086169,0.000498978033936,-0.00082
0.0372828,0.00229031461837,0.070536,0.000428570010312,-0.00082
