x,y,z
-0.0007102046511135995,-0.0037667136639356613,0.004064561333507299
-0.0007107654237188399,-0.003871767781674862,0.004065205808728933
-0.0007110770093277097,-0.003960748203098774,0.004064203705638647
-0.0006970867398194969,-0.003959088586270809,0.004064528737217188
-0.0005922171985730529,-0.0039475830271840096,0.004066206980496645
-0.0007107086130417883,-0.003856978379189968,0.004065386485308409
-0.00050568045116961,-0.0039083813317120075,0.004068164620548487
-0.0005062274867668748,-0.0037448802031576633,0.004058339633047581
-0.0007100854418240488,-0.0037523324135690928,0.004065247252583504
-0.0006077932193875313,-0.0039484500885009766,0.0040658824145793915
-0.0005055753863416612,-0.003942468203604221,0.004067293833941221
-0.0006799045950174332,-0.0037514183204621077,0.0040657916106283665
-0.00040441466262564063,-0.0039438302628695965,0.0040671564638614655
-0.0003878823481500149,-0.0039445217698812485,0.004067339468747377
-0.0003035434929188341,-0.003948119468986988,0.0040669688023626804
-0.0004895353922620416,-0.003942635376006365,0.004066805820912123
-0.00030362437246367335,-0.0037455589044839144,0.004057938698679209
-0.0003035565314348787,-0.003913296386599541,0.004068134818226099
-0.0003975879226345569,-0.0037452441174536943,0.004058297723531723
-0.00018742852262221277,-0.003952670842409134,0.004065912216901779
-0.0002878541126847267,-0.003948769066482782,0.004066494293510914
-0.00020255280833225697,-0.003952325787395239,0.004065528512001038
-0.00010136634955415502,-0.003954955842345953,0.004065239802002907
-0.00010134989861398935,-0.003923197276890278,0.004066330846399069
-0.00019562698435038328,-0.003746845992282033,0.004057790618389845
-0.00010125111293746158,-0.003747970797121525,0.004057467915117741
-6.403720220760079e-08,-0.003956122789531946,0.0040649110451340675
-1.4606598597310949e-05,-0.003955915104597807,0.0040653301402926445
6.320070497167762e-06,-0.0037479756865650415,0.004057332873344421
0.00010120184015249833,-0.0037479798775166273,0.004057507961988449
0.00010124599793925881,-0.003923110663890839,0.004066379275172949
8.71490192366764e-05,-0.003955171909183264,0.004064899869263172
0.00010125339031219482,-0.0039549716748297215,0.004065306857228279
0.00028866296634078026,-0.0039487723261117935,0.004065677057951689
0.00020247504289727658,-0.0039523569867014885,0.0040650805458426476
0.00018790144531521946,-0.00395268714055419,0.004065369721502066
0.0003035266126971692,-0.003948158584535122,0.004066094756126404
0.00030362431425601244,-0.0037455828860402107,0.004058119375258684
0.00030354136833921075,-0.003915486857295036,0.0040670838207006454
0.0002089093904942274,-0.0037467044312506914,0.00405748188495636
0.00038865042733959854,-0.003944532014429569,0.004066633526235819
0.00040447423816658556,-0.0039438712410628796,0.004066416993737221
0.0005062998970970511,-0.0037449151277542114,0.004058882128447294
0.0004903061199001968,-0.0039426665753126144,0.004066175781190395
0.0005058026290498674,-0.00390992546454072,0.00406741164624691
0.0005057121743448079,-0.003942505456507206,0.004066578112542629
0.0004121839883737266,-0.0037452252581715584,0.004058181773871183
0.0007108774152584374,-0.0038570731412619352,0.004066533874720335
0.0007109484286047518,-0.003873041132465005,0.0040663243271410465
0.0006079960148781538,-0.003948505036532879,0.004065999295562506
0.0005923539283685386,-0.003947632387280464,0.004066260531544685
0.0007103411480784416,-0.0037684582639485598,0.004066143184900284
0.0006769526517018676,-0.0037513691931962967,0.0040672775357961655
0.0007113078027032316,-0.003960858099162579,0.004065418615937233
0.000696133472956717,-0.003959050867706537,0.0040656584315001965
0.0007101985975168645,-0.003752377349883318,0.0040668705478310585
-0.001319793169386685,-0.003654635511338711,0.004067928064614534
-0.0011323157232254744,-0.0037601918447762728,0.004065192304551601
-0.0012198161566630006,-0.003761347383260727,0.004066224209964275
-0.0013212624471634626,-0.003760257037356496,0.0040663243271410465
-0.0011177845299243927,-0.0037598987109959126,0.004065447021275759
-0.0011174649698659778,-0.0037280418910086155,0.004066149704158306
-0.0013187502045184374,-0.0035687279887497425,0.00406885240226984
-0.0011154928943142295,-0.0035494642797857523,0.004059868399053812
-0.0013200428802520037,-0.003672263352200389,0.004067626781761646
-0.0013184698764234781,-0.003549855435267091,0.004069644026458263
-0.001280093681998551,-0.003549890359863639,0.004069851711392403
-0.0012351475888863206,-0.0037611948791891336,0.004066074267029762
-0.0009258514037355781,-0.0037546700332313776,0.004063315689563751
-0.0010153810726478696,-0.003756624646484852,0.0040643163956701756
-0.0010293241357430816,-0.0037570002023130655,0.004064617212861776
-0.0010055670281872153,-0.003548155538737774,0.0040591685101389885
-0.0009121604962274432,-0.0035470433067530394,0.004058667458593845
-0.0009131329716183245,-0.003727308940142393,0.004064061678946018
-0.0009132621344178915,-0.003754345467314124,0.004063524305820465
-0.0007240889826789498,-0.003752690041437745,0.004064732231199741
-0.0008116862736642361,-0.003753796685487032,0.004063860047608614
-0.0008250226965174079,-0.0037538339383900166,0.004064125008881092
-0.0007091124425642192,-0.0035449338611215353,0.004057899117469788
-0.0008033686899580061,-0.0035459131468087435,0.00405821343883872
-0.0007099827635101974,-0.003722413210198283,0.004065489396452904
-0.0006007180782034993,-0.0035436467733234167,0.004057887010276318
-0.0005062023410573602,-0.003637571819126606,0.004057126585394144
-0.0005061800475232303,-0.0035425242967903614,0.004057791084051132
-0.0003036112757399678,-0.003542325459420681,0.00405749911442399
-0.00010120803926838562,-0.003543037688359618,0.004057185258716345
0.00010118912905454636,-0.0035430421121418476,0.004057407844811678
0.00030361427343450487,-0.0035423377994447947,0.004058109596371651
0.0005062143318355083,-0.003542543388903141,0.004058928228914738
0.0006160741322673857,-0.0035438514314591885,0.004059305880218744
0.0007100749644450843,-0.0037189647555351257,0.0040671625174582005
0.0007091637817211449,-0.003544959705322981,0.004059918690472841
0.0005062540876679122,-0.0036366176791489124,0.004058084916323423
0.0008281258633360267,-0.0037539061158895493,0.004067040979862213
0.0009133511921390891,-0.003754375036805868,0.004067761357873678
0.0007259867270477116,-0.003752779681235552,0.004066464491188526
0.0009122103801928461,-0.003547058207914233,0.004061555024236441
0.000913171679712832,-0.0037182539235800505,0.004068401642143726
0.0008206650381907821,-0.003546111984178424,0.004060852807015181
0.0008117991383187473,-0.003753864439204335,0.00406669219955802
0.0009303285623900592,-0.003754804376512766,0.004067556466907263
0.0010347396600991488,-0.0037571266293525696,0.004069739021360874
0.0011174444807693362,-0.0037151735741645098,0.004072173032909632
0.0010154964402318,-0.0037566174287348986,0.004069326911121607
