time,max_z,min_z,mean_z,num_points
0.0,0.004100000485777855,0.004100000020116568,0.004100000020116568,695
0.1,0.004445101134479046,0.003763253102079034,0.004184260033071041,793
0.2,0.004419822245836258,0.003810301423072815,0.004177916329354048,787
0.3,0.004419912118464708,0.0038146013393998146,0.004176386632025242,784
0.4,0.0044208550825715065,0.00381050119176507,0.004179740324616432,791
0.5,0.004424779210239649,0.0038119878154248,0.004178373608738184,789
0.6,0.004419745411723852,0.0038090962916612625,0.004181710537523031,797
0.7,0.004418801050633192,0.003810458118095994,0.004181402735412121,796
0.8,0.004426009487360716,0.0038108096923679113,0.004179002717137337,790
0.9,0.004425793420523405,0.003810776863247156,0.004179234616458416,788
1.0,0.004425852093845606,0.003809973830357194,0.004179344512522221,788
1.1,0.004432792775332928,0.00381096126511693,0.0041792066767811775,788
1.2,0.004429562482982874,0.0038096706848591566,0.004179360810667276,788
1.3,0.004430036526173353,0.0038094765041023493,0.004179417155683041,788
1.4,0.004427735693752766,0.0038099908269941807,0.0041804066859185696,792
1.5,0.004428351763635874,0.003809368936344981,0.004180574323982,792
1.6,0.00442834198474884,0.0038094043266028166,0.004179018549621105,789
1.7,0.004428106360137463,0.0038089107256382704,0.004180027637630701,790
1.8,0.004431118257343769,0.0038099908269941807,0.004177489783614874,781
1.9,0.004431094974279404,0.003809387097135186,0.004179310519248247,787
2.0,0.004432538989931345,0.003809218527749181,0.004175612702965736,779
2.1,0.0044301170855760574,0.0038085589185357094,0.004179622512310743,788
2.2,0.004432897549122572,0.003809127025306225,0.004178356379270554,786
2.3,0.004432110581547022,0.003809747053310275,0.004177653696388006,784
2.4,0.004437564872205257,0.003809015965089202,0.004177507478743792,783
2.5,0.004442074801772833,0.0038093598559498787,0.004175330046564341,778
2.6,0.004439269192516804,0.0038086960557848215,0.004177888389676809,784
2.7,0.00444023497402668,0.003808737499639392,0.004175175912678242,777
2.8,0.004439924843609333,0.003808549838140607,0.004175709560513496,779
2.9,0.004436204209923744,0.0038080369122326374,0.00417785719037056,784
3.0,0.004434605129063129,0.003808246459811926,0.004178919829428196,785
3.1,0.004443835467100143,0.0038079835940152407,0.004174390342086554,774
3.2,0.004438586067408323,0.0038081191014498472,0.0041779144667088985,784
3.3,0.004436981398612261,0.0038078005891293287,0.004175834357738495,779
