snapshot_time,theta_rad,theta_deg,zeta_wall,slope_dz_dr,contact_angle_deg,ci_low_deg,ci_high_deg,ci_width_deg,fit_cond,fit_cond_global,model_diff_deg,n_points,n_unique_r,r_span,status,quality_tier,estimator_source,flag_sparse_local,flag_ill_conditioned,flag_wide_ci,flag_model_mismatch,flag_fallback_used,used_in_strict_stats,used_in_all_stats
10,-3.11017672705,-178.2,0.00438826596631,0.161751950764,80.8118761024,nan,nan,nan,inf,1892.9266743,nan,4,3,0.000267488649115,fallback,medium,global_periodic_fallback,1,0,0,0,1,0,1
10,-3.04734487398,-174.6,0.00438803518422,-0.356703333952,109.631486861,0.191343103842,165.581146498,165.389803395,23556.6832155,1892.9266743,31.4577837281,5,5,0.000263090943918,wide_ci,low,local_quadratic,1,0,1,1,0,0,1
10,-2.98451302091,-171,0.00439452396866,-0.0334830493056,91.9177209629,14.3786428835,160.266243879,145.887600996,955.66578354,1892.9266743,12.852638194,6,6,0.000244644004852,wide_ci,low,local_quadratic,1,0,1,1,0,0,1
10,-2.92168116784,-167.4,0.00439688752323,0.041960134518,87.5972708469,13.0280409549,95.1857063903,82.1576654355,964.305631764,1892.9266743,9.27861031032,6,6,0.000244644004852,wide_ci,low,local_quadratic,1,0,1,0,0,0,1
10,-2.85884931477,-163.8,0.00439490114567,-0.00476445382053,90.2729810301,7.37819447646,166.303892336,158.925697859,1075.20097899,1892.9266743,8.63260799161,6,6,0.000190078280866,wide_ci,low,local_quadratic,1,0,1,0,0,0,1
10,-2.79601746169,-160.2,0.00439516898814,-0.00286296653923,90.1640354514,14.4076797155,165.838298227,151.430618511,1049.75518937,1892.9266743,7.78265426517,6,6,0.000227498821914,wide_ci,low,local_quadratic,1,0,1,0,0,0,1
10,-2.73318560862,-156.6,0.00439827611732,0.129484098489,82.6221575207,39.2707311925,165.466025973,126.19529478,836.659009864,1892.9266743,1.44487996413,6,6,0.000229141209275,wide_ci,low,local_quadratic,1,0,1,0,0,0,1
10,-2.67035375555,-153,0.0044046143513,0.109278799936,83.7635324086,nan,nan,nan,inf,1892.9266743,nan,4,4,1.63028016686e-05,fallback,medium,global_periodic_fallback,1,0,0,0,1,0,1
10,-2.60752190248,-149.4,0.00440238465973,0.142768532095,81.8748731898,26.8882899819,175.410557483,148.522267501,623.350573921,1892.9266743,2.19617363903,7,7,0.000216646585613,wide_ci,low,local_quadratic,1,0,1,0,0,0,1
10,-2.54469004941,-145.8,0.00441641248868,0.176276701637,80.0027939365,69.4458870778,137.081189382,67.6353023043,405.302435465,1892.9266743,0.379424717548,6,6,0.000215476378798,wide_ci,low,local_quadratic,1,0,1,0,0,0,1
10,-2.48185819634,-142.2,0.00441591427789,0.177037767933,79.9605077108,15.4610707215,106.744875989,91.2838052674,288.911251368,1892.9266743,0.134344805663,6,6,0.000270723365247,wide_ci,low,local_quadratic,1,0,1,0,0,0,1
10,-2.41902634326,-138.6,0.00441507053331,0.171650832445,80.2600508462,69.878023325,114.717859846,44.8398365213,181.730095642,1892.9266743,0.451212849093,6,6,0.000277645187452,wide_ci,low,local_quadratic,1,0,1,0,0,0,1
10,-2.35619449019,-135,0.00441522296056,0.182885527582,79.6359672041,69.5347602371,104.891278796,35.3565185584,321.852630487,1892.9266743,0.0782448383189,5,5,0.000279094325379,wide_ci,low,local_quadratic,1,0,1,0,0,0,1
10,-2.29336263712,-131.4,0.00441529381959,0.168994421277,80.4079610719,70.5828334259,118.791148411,48.2083149848,178.600505521,1892.9266743,0.558463924946,6,6,0.000279094325379,wide_ci,low,local_quadratic,1,0,1,0,0,0,1
10,-2.23053078405,-127.8,0.00441638343118,0.174614921083,80.0951636756,68.9805992864,139.183013906,70.2024146193,295.231978624,1892.9266743,0.222691490303,6,6,0.000271495198831,wide_ci,low,local_quadratic,1,0,1,0,0,0,1
10,-2.16769893098,-124.2,0.00441699609627,0.174082143733,80.1247890343,69.080096207,118.85219856,49.7721023532,426.941560071,1892.9266743,0.506348536536,6,6,0.000216088723391,wide_ci,low,local_quadratic,1,0,1,0,0,0,1
10,-2.10486707791,-120.6,0.00440386642419,0.212259722549,78.0162734174,7.89339894856,97.7147162091,89.8213172605,598.755946164,1892.9266743,5.57700564589,7,7,0.000216088723391,wide_ci,low,local_quadratic,1,0,1,0,0,0,1
