timestamp,normU,maxDeltaAlpha,interfaceHeightMaxRel,interfaceHeightMinRel
0,0,nan,0.00082,0.00082
0.000297131,0.00195898292962,0.000526,0.000819707155454,0.000819568453006
0.000524583,0.00312071856064,0.001482,0.000819228474766,0.000818350127055
0.000729454,0.00410667404422,0.001991,0.000818561661469,0.000816707653908
0.000913709,0.00488269188016,0.002179,0.000817732185367,0.000814902547941
0.00109689,0.00551290614458,0.002421,0.000816685335159,0.000812889329566
0.00126803,0.00595679254412,0.002383,0.000815556248178,0.000810897281251
0.00144692,0.00630606148618,0.002513,0.000814281070696,0.000808786093183
0.00166548,0.00642444819504,0.00284,0.000812679036797,0.000806386253913
0.00212696,0.00675118933554,0.006534,0.000809198752988,0.000802770657358
0.00266085,0.00678208516512,0.056289,0.000797345226412,0.000755376482823
0.00319348,0.00683756732616,0.128891,0.000773510224051,0.000612546955857
0.0037391,0.00700770259632,0.156783,0.000723038675639,0.000376498251129
0.0043007,0.00711649295869,0.186566,0.000650781277709,9.7753737126e-05
0.00486257,0.00713810364679,0.127287,0.000568241872283,-0.00021404199968
0.00534325,0.0072479554802,0.051643,0.000490676208857,-0.000316022772408
0.00577884,0.00752592187904,0.046047,0.00041142514683,-0.000350379557314
0.00619803,0.0077875449297,0.042728,0.000327445577012,-0.00036838644646
0.00662228,0.00785721701491,0.038895,0.000240364929242,-0.00037301741174
0.00702151,0.00765110488947,0.031129,0.000161925966516,-0.000362349381352
0.00741238,0.00720540292193,0.024894,9.25878580985e-05,-0.000341956563034
0.0078051,0.00656689962498,0.01984,3.24941237819e-05,-0.00031640317405
0.00818895,0.00589529389784,0.014709,-1.48731608321e-05,-0.000291912229622
0.00860971,0.00526618857715,0.011997,-5.25693532962e-05,-0.000272868508626
0.00935757,0.00445997673187,0.015856,-9.98306940717e-05,-0.000271627428861
0.0100105,0.00390367958826,0.011944,-0.000133613472239,-0.000293364535862
0.0106328,0.00344963031367,0.012872,-0.000168366630534,-0.000317289217165
0.0113182,0.00302010585905,0.015786,-0.000208553208797,-0.000348594304901
0.0119732,0.00266014248249,0.019109,-0.000244017705141,-0.000386284721798
0.0126227,0.00235510881655,0.020599,-0.000272120480159,-0.000424399997628
0.0132717,0.00209426331701,0.020551,-0.000290980753444,-0.000460339080584
0.013916,0.00187967410737,0.017706,-0.00029933771283,-0.000489641073986
0.014565,0.00162465007651,0.016387,-0.000298423058108,-0.000513985213503
0.0152059,0.00138699819375,0.014913,-0.000290434576524,-0.000528846731312
0.0158013,0.001215937765,0.011706,-0.000275566456233,-0.000534249829418
0.0162838,0.00114948877296,0.008351,-0.000256339678485,-0.000533406728357
0.0166636,0.00112513939884,0.008979,-0.000235053216643,-0.000528669032085
0.0170373,0.00112234921927,0.010856,-0.000208448250277,-0.000518153824264
0.0174135,0.00113947353029,0.013709,-0.000173438496524,-0.000500582548015
0.0177935,0.00118725439895,0.016999,-0.00012760667445,-0.000475392699901
0.0181754,0.00126057748109,0.020411,-6.85437775125e-05,-0.000442785130591
0.0185541,0.00134937090086,0.023059,4.0897755611e-06,-0.000403812883482
0.0189062,0.00145597959404,0.023354,7.69162263345e-05,-0.000362434976614
0.0192635,0.00159546760892,0.025022,0.000148076401044,-0.000316127511523
0.019629,0.00174261580977,0.026698,0.000216682942239,-0.000264186466357
0.0200278,0.00190903266853,0.032126,0.000285631003819,-0.000201895491893
0.0204412,0.0020760408298,0.035092,0.000349957554457,-0.000130265897316
0.0208713,0.0022530953312,0.035618,0.000408816832976,-4.77979068368e-05
0.0213173,0.00244163217248,0.03328,0.000461039555561,4.18149145751e-05
0.0218313,0.00235300377834,0.031191,0.000510293117605,0.000129253433264
0.0225077,0.00205201590313,0.035354,0.000558913217736,0.000218321483123
0.0230769,0.00197180831148,0.026087,0.000586520498527,0.000277357670347
0.0235502,0.00198626395627,0.018055,0.000602274895911,0.000314783884726
0.0241857,0.00210228005302,0.018644,0.000615539122537,0.000351050540966
0.02479,0.00217838825085,0.009642,0.000622080899741,0.00036805704509
0.0255498,0.00216173553567,0.002697,0.000623759988896,0.000365100592673
0.0261072,0.00209424114524,0.006439,0.000620566109045,0.000352535974414
0.0266727,0.00191489420095,0.012543,0.000614488526152,0.000329624865167
0.0273379,0.00176806662637,0.020612,0.00060478370923,0.000292116095542
0.0276653,0.00177640921501,0.011718,0.000599192739735,0.000269844002727
0.0282861,0.00170410734465,0.022252,0.000587112970926,0.000223850717141
0.0288203,0.00204306046385,0.016314,0.000574779954118,0.000185227459009
0.0294687,0.00226860816746,0.016455,0.000557364548442,0.000141910976973
0.0302534,0.00231865106164,0.01704,0.000532599730172,9.52726067086e-05
0.0309251,0.00219524249298,0.016787,0.000507091921675,6.30526623487e-05
0.0314411,0.00205844914089,0.014561,0.000483832835147,4.8230612443e-05
0.0318761,0.00201076368749,0.012784,0.000462610473598,4.47437473737e-05
0.0323401,0.00202314781564,0.016046,0.000435278077734,4.5720740601e-05
0.0327664,0.00202078076138,0.016593,0.000405714560956,4.64178605577e-05
0.0331645,0.00206030801018,0.017189,0.000374016964173,4.54014110253e-05
0.0335402,0.00205314488153,0.017407,0.000340304477451,3.86501792731e-05
0.0338978,0.00202592859555,0.017582,0.000304268866388,2.57219071318e-05
0.0342425,0.00198436034394,0.01732,0.0002665622854,2.65636966811e-07
0.0346017,0.00186324247222,0.018006,0.00022479168824,-3.93941121127e-05
0.0352337,0.00150549993567,0.033373,0.000146717948158,-0.000135492900378
0.035965,0.00162423710796,0.036151,5.41718882958e-05,-0.000227619277274
0.0364696,0.00189816036266,0.02158,-6.61846199201e-06,-0.000276983944668
0.0370596,0.00210706703523,0.021391,-6.7268856471e-05,-0.000322895958418
0.0376836,0.00220075963739,0.018971,-0.000113444449202,-0.000357870539323
0.03836,0.00192370407591,0.017755,-0.000145672975642,-0.00038240072634
0.0390649,0.00170164918651,0.016111,-0.000160435136418,-0.000402506979762
0.0397521,0.00146505288403,0.012266,-0.000153143269525,-0.000417022945734
0.0404263,0.00136404154832,0.009965,-0.000126238616791,-0.000424990783711
0.0410565,0.00135890877957,0.014842,-8.45923978505e-05,-0.000426558621057
0.0414571,0.00139209160688,0.011664,-5.00978177623e-05,-0.000424637822071
0.041845,0.00144445888279,0.012402,-1.1597482728e-05,-0.000419244173496
0.0422328,0.00150451685913,0.013532,3.14503625122e-05,-0.000409252936532
0.0426194,0.00158125500627,0.01435,7.49950377891e-05,-0.000393890293717
0.0430108,0.00167752662003,0.015178,0.000118587981216,-0.000371782912167
0.043409,0.00180954557909,0.015918,0.000161747438747,-0.000341899026741
0.043791,0.00195570016771,0.017563,0.000201754238879,-0.000305310274669
0.0441803,0.00211603899768,0.020549,0.000241248300602,-0.000260174396495
0.0446071,0.00229833621898,0.024832,0.000283168103199,-0.000201862703488
0.0450312,0.00249238385354,0.026025,0.00032325550624,-0.00013538247561
0.0454579,0.0026882632567,0.026473,0.000361652248879,-6.09634433781e-05
0.0458962,0.00288089424894,0.026133,0.000397946491729,1.96547874285e-05
0.0463627,0.00308318606991,0.024518,0.00043229009781,9.23337674348e-05
0.0468489,0.00327391234985,0.019837,0.000463119107522,0.000146505806414
0.0473675,0.00344905312511,0.016854,0.000490914573907,0.000181887828498
0.0479171,0.00344030317713,0.015575,0.000515455303463,0.00019998370323
0.048475,0.00327615094962,0.013633,0.000535955967493,0.000204986008614
0.0490472,0.0031167730026,0.011542,0.000552577893239,0.000202462746748
0.0496573,0.00297124267809,0.009258,0.000565369535275,0.000199864838046
0.0502878,0.00286663706751,0.006448,0.000573881127746,0.000199664999157
0.0507273,0.002757655952,0.00296,0.000577581624826,0.000197447879009
0.0512713,0.00263589329426,0.002922,0.000580013831527,0.000192778576887
0.0518463,0.0025367503215,0.001839,0.000579987796933,0.000188371963752
0.0522618,0.0024791412751,0.00192,0.000578378022871,0.000186091557225
0.0528848,0.002448169676,0.003835,0.000573383282214,0.000184028920557
0.0533972,0.00258657421728,0.004847,0.000566757761374,0.000181763363761
0.0539643,0.00277275709508,0.00702,0.000556961310424,0.000175826713306
0.0546496,0.00284228098947,0.010517,0.00054187885849,0.000162519860396
0.0552491,0.0028081029075,0.01063,0.000526107175507,0.000146682595386
0.0558069,0.00274443337055,0.01069,0.000509693590473,0.000129167144176
0.0562522,0.00270031100743,0.008969,0.000495581343743,0.000113256859638
0.0567229,0.00267041924306,0.00991,0.000479636325043,9.43991193845e-05
0.057175,0.00265297984892,0.010082,0.000463154577211,7.41223828839e-05
0.0576132,0.00263856627155,0.0105,0.000445549243417,5.24863754548e-05
0.0580119,0.00263710846126,0.010231,0.000427975534843,3.02472540956e-05
0.0584042,0.00264062542502,0.010778,0.000408803892982,5.70695132597e-06
0.0587865,0.00264109756023,0.01298,0.000385254537359,-1.98308701494e-05
0.059161,0.0026357901138,0.014244,0.000357804380731,-4.48771852696e-05
0.0595311,0.00263262252462,0.015376,0.000326743476158,-6.89592621473e-05
0.0598904,0.00260252965947,0.015904,0.000293006178102,-9.23542145981e-05
0.0602419,0.0025408935409,0.015907,0.000257569011966,-0.0001162386136
0.0605905,0.00246354536746,0.015924,0.000220128377173,-0.000140604329596
0.0609386,0.00244771901707,0.015508,0.00018139762568,-0.000164681007247
0.0613228,0.00257983797028,0.01609,0.000138973993809,-0.000189899377164
0.0617117,0.00258819829639,0.014691,9.85828737279e-05,-0.000210664100834
0.0623448,0.00248882851909,0.019449,4.20235837934e-05,-0.000250583961395
0.0630618,0.00244393471133,0.016653,2.14558927805e-06,-0.000288031484379
0.0637334,0.00209147920239,0.009965,-6.849433476e-06,-0.000307985685719
0.064418,0.00181611315478,0.005909,1.04551596954e-05,-0.000318500000806
0.0649865,0.00163957053894,0.00922,3.85031863927e-05,-0.000322726691491
0.0655237,0.00151948583589,0.01043,6.99519220643e-05,-0.000321320095074
0.0661132,0.00143779994968,0.012436,0.000106317909853,-0.000315967189821
0.0665489,0.00142318636736,0.009601,0.00013337267713,-0.000309669104525
0.0669555,0.00145025363941,0.009136,0.000158245458061,-0.000302460485494
0.0673611,0.0014932730875,0.009205,0.000182489108661,-0.000294184501457
0.0677412,0.00155276297705,0.008647,0.000204551422319,-0.000285178985074
0.068112,0.00161744357431,0.008406,0.000225367873359,-0.000274823650848
0.0684811,0.00171030257183,0.008326,0.000245399485018,-0.000262466893008
0.068851,0.00182447290765,0.008357,0.000264943195062,-0.000247202123847
0.0692233,0.0019538731009,0.008512,0.000284294214608,-0.000227901414854
0.0695969,0.00208721618274,0.010332,0.000303617977272,-0.000203354322376
0.0700021,0.00223388776527,0.01319,0.000324590458468,-0.000169844163481
0.0704272,0.0023955367938,0.015717,0.000346561361833,-0.000129002889321
0.0708536,0.00257385944901,0.016466,0.000368380530576,-8.53797444356e-05
0.0712825,0.00275996032758,0.01541,0.000389855166147,-4.23909583121e-05
0.0717217,0.00295598752042,0.01304,0.00041115081726,-3.13623098144e-06
0.0721785,0.00315968709798,0.012155,0.000432416374834,2.95169336403e-05
0.0726614,0.0033528056508,0.012784,0.00045372605752,5.52905139677e-05
0.0732194,0.00353359433763,0.014219,0.000476453624163,7.72558212221e-05
0.0738274,0.00367853975622,0.014127,0.000498264701582,9.38483149775e-05
0.0744413,0.00377238880454,0.012076,0.000516804646193,0.00010711207654
0.0750534,0.00384385246199,0.009459,0.000531111174219,0.000120679617947
0.0756784,0.00390271234798,0.008374,0.000541260870148,0.000132489102718
0.0762839,0.00393109015223,0.006263,0.000547271309875,0.000141875396227
0.0768859,0.00392789743106,0.004068,0.000550088987247,0.000149082776815
0.0774791,0.00389652011007,0.00374,0.000550188936025,0.000156438584176
0.0780589,0.00384857150133,0.002914,0.000548301303515,0.000161893994563
0.0785894,0.0037910844842,0.002552,0.000544974487241,0.000163995867188
0.0790565,0.00373532743372,0.003208,0.000540593545412,0.000163187753264
0.0795375,0.00367563848369,0.004411,0.000534351213382,0.000161086244118
0.0800402,0.00360602064863,0.005961,0.000525746936823,0.000156731092391
0.0805684,0.00353292168726,0.007581,0.000514591009904,0.000148518722637
0.0811099,0.00345603525069,0.008814,0.000501362560212,0.000134100362701
0.081563,0.00337795518628,0.007922,0.000489234249595,0.00011500023247
0.0819716,0.00330393717654,0.008468,0.000477529097214,9.28185118379e-05
0.0824061,0.00323164584212,0.010025,0.00046423284778,6.5266408436e-05
0.082778,0.00317916716211,0.008978,0.0004521175598,3.95065795894e-05
0.0831682,0.00313791595883,0.009477,0.000438740728696,1.12287490044e-05
0.0835675,0.00310509233993,0.00953,0.000424443245359,-1.80137789708e-05
0.0839657,0.00308045909243,0.009147,0.00040967950151,-4.55688424819e-05
0.0843626,0.00304390609812,0.008701,0.000394577308095,-7.11084410192e-05
0.0847523,0.00300042199392,0.010059,0.000376507985424,-9.41339662586e-05
0.0851915,0.00295389764536,0.012298,0.000353192600544,-0.000115348996333
0.0856376,0.00290570456554,0.013269,0.000326408978555,-0.000130199183235
0.0860733,0.00288686177615,0.013722,0.000297590669928,-0.000138897055458
0.0865513,0.0028179349429,0.015114,0.000265102278977,-0.000143999065912
0.0871071,0.00274369140814,0.016013,0.000229363803075,-0.000149402579461
0.0876368,0.00266713519794,0.012427,0.000200832891638,-0.000155391049619
0.088166,0.00255048316309,0.00846,0.000181345733081,-0.000162581086876
0.0886833,0.00243828672957,0.003903,0.000172454237628,-0.000170515986015
0.0891627,0.00235216342105,0.002983,0.00017218629062,-0.000177427584829
0.0895887,0.00228289635713,0.002589,0.000177020517395,-0.000182934565324
0.0899749,0.00222795182538,0.003248,0.000184375252959,-0.000187484846016
0.0903244,0.00218381311746,0.003764,0.000192995651928,-0.000191216271608
0.090673,0.00213895917263,0.004275,0.000203011927001,-0.000194554124016
0.0910252,0.00209083351168,0.004589,0.000213821271978,-0.000197465643054
0.091395,0.00204318317603,0.004942,0.000225192137809,-0.000199950827589
0.0917559,0.00200478129392,0.004826,0.000236210109684,-0.000201721444032
0.092115,0.00197109757905,0.004737,0.00024726599521,-0.000202629056629
0.0924754,0.00193735215624,0.004616,0.000258014018731,-0.000202533307155
0.0928351,0.00191592408637,0.004451,0.000268303780529,-0.000201022305909
0.0931947,0.00189834937321,0.004332,0.000278172360878,-0.000197909602036
0.0935552,0.00189999142842,0.004271,0.000287763945759,-0.000193643935358
0.0939133,0.00191914913261,0.004276,0.000297183983808,-0.000188636603385
0.0942713,0.00193871110599,0.004424,0.000306742543107,-0.0001826264005
0.0946294,0.00196178884557,0.00467,0.000316646687259,-0.000176176958354
0.0949913,0.00198894859811,0.005093,0.000327136661068,-0.000167769498975
0.0953632,0.00202136979963,0.005633,0.000338458149081,-0.00015574576535
0.0957433,0.00205662088094,0.0065,0.000350553958599,-0.000139256949172
0.0961276,0.00209859338038,0.007867,0.000363244578071,-0.000118116427805
0.09652,0.00215410639553,0.009144,0.000376580014545,-9.22753439912e-05
0.0969493,0.00222951074788,0.010898,0.000391450297063,-5.99441585143e-05
0.0973979,0.00232335079669,0.011911,0.000407147178571,-2.2920485045e-05
0.0978503,0.00243232241657,0.012048,0.000422922322244,1.5922456239e-05
0.0983176,0.0025464766205,0.01191,0.000438839268581,5.33495352275e-05
0.098825,0.00263821659402,0.011888,0.000455196691798,8.90259126159e-05
0.0993591,0.00270213737386,0.011864,0.000470699555381,0.000120882273934
0.0998932,0.00270532015279,0.010577,0.000483873587446,0.000146796806002
