snapshot_time,theta_rad,theta_deg,zeta_wall,status,quality_tier,estimator_source
10,-3.11017672705,-178.2,0.00437636650166,wide_ci,low,local_quadratic
10,-3.04734487398,-174.6,0.00436648844489,warn,medium,local_quadratic
10,-2.98451302091,-171,0.00435383822304,warn,medium,local_quadratic
10,-2.92168116784,-167.4,0.00432957483665,warn,medium,local_quadratic
10,-2.85884931477,-163.8,0.00432272802897,high,high,local_quadratic
10,-2.79601746169,-160.2,0.00431183367094,warn,medium,local_quadratic
10,-2.73318560862,-156.6,0.00430581356771,wide_ci,low,local_quadratic
10,-2.67035375555,-153,0.0042927956375,wide_ci,low,local_quadratic
10,-2.60752190248,-149.4,0.00427952211127,wide_ci,low,local_quadratic
10,-2.54469004941,-145.8,0.00427371516455,wide_ci,low,local_quadratic
10,-2.48185819634,-142.2,0.0042618991535,wide_ci,low,local_quadratic
10,-2.41902634326,-138.6,0.00425075891465,wide_ci,low,local_quadratic
10,-2.35619449019,-135,0.00424224919335,wide_ci,low,local_quadratic
10,-2.29336263712,-131.4,0.00423748512608,wide_ci,low,local_quadratic
10,-2.23053078405,-127.8,0.00423697159449,wide_ci,low,local_quadratic
10,-2.16769893098,-124.2,0.0042372653346,wide_ci,low,local_quadratic
10,-2.10486707791,-120.6,0.00423101756427,wide_ci,low,local_quadratic
10,-2.04203522483,-117,0.00421875620192,wide_ci,low,local_quadratic
10,-1.97920337176,-113.4,0.0042151211228,wide_ci,low,local_quadratic
10,-1.91637151869,-109.8,0.0042106640692,wide_ci,low,local_quadratic
10,-1.85353966562,-106.2,0.00420708109344,wide_ci,low,local_quadratic
10,-1.79070781255,-102.6,0.00420171874854,warn,medium,local_quadratic
10,-1.72787595947,-99,0.00419918612854,warn,medium,local_quadratic
10,-1.6650441064,-95.4,0.00419892896408,warn,medium,local_quadratic
10,-1.60221225333,-91.8,0.00419736390826,wide_ci,low,local_quadratic
10,-1.53938040026,-88.2,0.00420089436627,wide_ci,low,local_quadratic
10,-1.47654854719,-84.6,0.00420383475882,warn,medium,local_quadratic
10,-1.41371669412,-81,0.00420437587193,warn,medium,local_quadratic
10,-1.35088484104,-77.4,0.00420656653234,warn,medium,local_quadratic
10,-1.28805298797,-73.8,0.00420983129302,wide_ci,low,local_quadratic
10,-1.2252211349,-70.2,0.00420939359758,wide_ci,low,local_quadratic
10,-1.16238928183,-66.6,0.00420971794414,wide_ci,low,local_quadratic
10,-1.09955742876,-63,0.00421056039559,wide_ci,low,local_quadratic
10,-1.03672557568,-59.4,0.00422095260945,wide_ci,low,local_quadratic
10,-0.973893722613,-55.8,0.00422920290843,wide_ci,low,local_quadratic
10,-0.911061869541,-52.2,0.00423299800881,wide_ci,low,local_quadratic
10,-0.848230016469,-48.6,0.0042339923633,wide_ci,low,local_quadratic
10,-0.785398163397,-45,0.00423841456144,wide_ci,low,local_quadratic
10,-0.722566310326,-41.4,0.00424798026403,warn,medium,local_quadratic
10,-0.659734457254,-37.8,0.00426146997964,wide_ci,low,local_quadratic
10,-0.596902604182,-34.2,0.00427476552831,wide_ci,low,local_quadratic
10,-0.53407075111,-30.6,0.00427797298468,wide_ci,low,local_quadratic
10,-0.471238898038,-27,0.00428673993198,wide_ci,low,local_quadratic
10,-0.408407044967,-23.4,0.00430225410132,wide_ci,low,local_quadratic
10,-0.345575191895,-19.8,0.00431068702776,warn,medium,local_quadratic
10,-0.282743338823,-16.2,0.00432466580945,high,high,local_quadratic
10,-0.219911485751,-12.6,0.00433378383174,wide_ci,low,local_quadratic
10,-0.157079632679,-9,0.00435973545541,warn,medium,local_quadratic
10,-0.0942477796077,-5.4,0.00437195784953,warn,medium,local_quadratic
10,-0.0314159265359,-1.8,0.00438138422473,wide_ci,low,local_quadratic
10,0.0314159265359,1.8,0.00440459729033,wide_ci,low,local_quadratic
10,0.0942477796077,5.4,0.00441746679956,wide_ci,low,local_quadratic
10,0.157079632679,9,0.00442733382614,wide_ci,low,local_quadratic
10,0.219911485751,12.6,0.00445274142404,wide_ci,low,local_quadratic
10,0.282743338823,16.2,0.00447220184272,wide_ci,low,local_quadratic
10,0.345575191895,19.8,0.00449928092402,wide_ci,low,local_quadratic
10,0.408407044967,23.4,0.00451121622216,wide_ci,low,local_quadratic
10,0.471238898038,27,0.00452416841571,wide_ci,low,local_quadratic
10,0.53407075111,30.6,0.00455096778579,wide_ci,low,local_quadratic
10,0.596902604182,34.2,0.00456830084325,wide_ci,low,local_quadratic
10,0.659734457254,37.8,0.00458421007628,wide_ci,low,local_quadratic
10,0.722566310326,41.4,0.0045994622192,wide_ci,low,local_quadratic
10,0.785398163397,45,0.00461045562,wide_ci,low,local_quadratic
10,0.848230016469,48.6,0.00461663660519,wide_ci,low,local_quadratic
10,0.911061869541,52.2,0.0046254972366,wide_ci,low,local_quadratic
10,0.973893722613,55.8,0.00463390593509,wide_ci,low,local_quadratic
10,1.03672557568,59.4,0.00463715854726,wide_ci,low,local_quadratic
10,1.09955742876,63,0.00464669025261,wide_ci,low,local_quadratic
10,1.16238928183,66.6,0.00465490745711,wide_ci,low,local_quadratic
10,1.2252211349,70.2,0.00465619373583,wide_ci,low,local_quadratic
10,1.28805298797,73.8,0.00465749397391,wide_ci,low,local_quadratic
10,1.35088484104,77.4,0.00465547227309,wide_ci,low,local_quadratic
10,1.41371669412,81,0.00466358887647,high,high,local_quadratic
10,1.47654854719,84.6,0.00466674788777,high,high,local_quadratic
10,1.53938040026,88.2,0.00466526673965,wide_ci,low,local_quadratic
10,1.60221225333,91.8,0.00466600448067,wide_ci,low,local_quadratic
10,1.6650441064,95.4,0.0046684572013,wide_ci,low,local_quadratic
10,1.72787595947,99,0.00466644755045,high,high,local_quadratic
10,1.79070781255,102.6,0.00466018603183,wide_ci,low,local_quadratic
10,1.85353966562,106.2,0.00466183892935,wide_ci,low,local_quadratic
10,1.91637151869,109.8,0.0046603523545,wide_ci,low,local_quadratic
10,1.97920337176,113.4,0.00465877068451,wide_ci,low,local_quadratic
10,2.04203522483,117,0.00465212621899,wide_ci,low,local_quadratic
10,2.10486707791,120.6,0.00464701835173,wide_ci,low,local_quadratic
