time,max_z,min_z,mean_z,num_points
0.0,0.004100000485777855,0.004100000020116568,0.004100000020116568,1164
0.1,0.004759265575557947,0.003707367926836014,0.0042221457697451115,1159
0.2,0.004651174880564213,0.0037929308600723743,0.0042328136041760445,1157
0.3,0.004650711081922054,0.0037970859557390213,0.004232849460095167,1158
0.4,0.0046733682975173,0.0037695702631026506,0.004235106520354748,1163
0.5,0.004671996925026178,0.0037645006086677313,0.00423660222440958,1166
0.6,0.004667462315410376,0.0037608470302075148,0.004238345194607973,1159
0.7,0.004668048582971096,0.0037634160835295916,0.004238715395331383,1158
0.8,0.004668978974223137,0.0037635036278516054,0.004238813649863005,1161
0.9,0.004667768720537424,0.0037624742835760117,0.004239621106535196,1159
1.0,0.00466797174885869,0.003765207016840577,0.004238220863044262,1161
1.1,0.004666514229029417,0.0037661355454474688,0.00423804996535182,1162
1.2,0.004668800625950098,0.0037672335747629404,0.00423849280923605,1158
1.3,0.004676398821175098,0.0037613343447446823,0.004239814821630716,1161
1.4,0.0046720243990421295,0.0037588258273899555,0.004239253234118223,1162
1.5,0.004667399451136589,0.0037628316786140203,0.004238276742398739,1165
1.6,0.004671688657253981,0.0037615285255014896,0.004238904919475317,1161
1.7,0.004671206697821617,0.003763440530747175,0.004239197820425034,1162
1.8,0.004674748983234167,0.0037646666169166565,0.004238967318087816,1161
1.9,0.004669510759413242,0.003764623776078224,0.004238099791109562,1162
2.0,0.004673095420002937,0.0037612642627209425,0.00423768162727356,1159
2.1,0.004673431161791086,0.003764794673770666,0.004237830173224211,1160
2.2,0.004668087232857943,0.0037706324364989996,0.004236902575939894,1159
2.3,0.004672436974942684,0.0037642945535480976,0.004238389898091555,1162
2.4,0.004673771094530821,0.0037624468095600605,0.004238627851009369,1162
2.5,0.0046722725965082645,0.0037642333190888166,0.004238571040332317,1162
2.6,0.0046733058989048,0.0037675302010029554,0.0042384471744298935,1158
2.7,0.004665774758905172,0.003766073612496257,0.004238637164235115,1162
2.8,0.004671650938689709,0.003762520384043455,0.004239443223923445,1158
2.9,0.00467356201261282,0.00376328662969172,0.00423886114731431,1161
3.0,0.004671898204833269,0.003769906237721443,0.004238084889948368,1159
3.1,0.0046668038703501225,0.003764413297176361,0.004237768240272999,1159
3.2,0.004668303765356541,0.003770818468183279,0.0042376150377094746,1162
3.3,0.004669080022722483,0.0037664014380425215,0.004237960558384657,1159
3.4,0.00467004906386137,0.0037638982757925987,0.004238389432430267,1157
3.5,0.004669648595154285,0.003765132976695895,0.0042383973486721516,1160
3.6,0.004671253729611635,0.0037659204099327326,0.004238947294652462,1156
3.7,0.004665543790906668,0.0037698091473430395,0.004237202927470207,1160
3.8,0.004668747540563345,0.003773447824642062,0.004237200599163771,1159
3.9,0.004669180605560541,0.003769927192479372,0.004237333312630653,1161
4.0,0.004670852329581976,0.0037691029720008373,0.004237201530486345,1156
4.1,0.004672320559620857,0.003770367009565234,0.004237567540258169,1156
4.2,0.004670504946261644,0.0037684894632548094,0.0042378040961921215,1160
4.3,0.004672019276767969,0.003763847518712282,0.004237297922372818,1165
4.4,0.0046748993918299675,0.0037660154048353434,0.004237997345626354,1161
4.5,0.004670047201216221,0.0037639769725501537,0.004238194786012173,1160
4.6,0.0046720909886062145,0.003764173248782754,0.004238658584654331,1157
4.7,0.004671103321015835,0.0037659513764083385,0.004237765446305275,1155
4.8,0.004672247916460037,0.0037665064446628094,0.004237791057676077,1160
4.9,0.004666352644562721,0.0037652167957276106,0.004238509573042393,1157
5.0,0.004672117065638304,0.003765259636566043,0.004239385947585106,1159
5.1,0.004667984787374735,0.0037626447156071663,0.004239083267748356,1159
5.2,0.004668172914534807,0.003766595618799329,0.00423749815672636,1156
5.3,0.004672988783568144,0.0037708713207393885,0.00423816405236721,1162
5.4,0.004665873944759369,0.0037699684035032988,0.004237885121256113,1159
5.5,0.004668503534048796,0.0037677136715501547,0.004238910507410765,1161
5.6,0.0046702115796506405,0.0037685576826334,0.004237546119838953,1159
5.7,0.004670922178775072,0.0037680519744753838,0.00423706928268075,1157
5.8,0.004666514229029417,0.003765829373151064,0.004237645771354437,1159
