snapshot_time,theta_rad,theta_deg,zeta_wall,slope_dz_dr,contact_angle_deg,ci_low_deg,ci_high_deg,ci_width_deg,fit_cond,fit_cond_global,model_diff_deg,n_points,n_unique_r,r_span,status,quality_tier,estimator_source,flag_sparse_local,flag_ill_conditioned,flag_wide_ci,flag_model_mismatch,flag_fallback_used,used_in_strict_stats,used_in_all_stats
1,-3.11017672705,-178.2,0.00444306276848,0.124548134082,82.9004767694,82.0666975083,83.5709247608,1.50422725247,320.803640976,833.391781232,6.16783154419,12,11,0.000308089191094,high,high,local_quadratic,0,0,0,0,0,1,1
1,-3.04734487398,-174.6,0.00444451070767,0.12169999433,83.0612261683,81.127700821,84.9266101084,3.7989092874,349.804930459,833.391781232,6.34537885203,12,12,0.000305965775624,high,high,local_quadratic,0,0,0,0,0,1,1
1,-2.98451302091,-171,0.00444360899594,0.101324349998,84.2142883737,81.0561920071,88.0514515703,6.99525956313,416.814489142,833.391781232,7.18843178953,9,9,0.00029856688343,high,high,local_quadratic,0,0,0,0,0,1,1
1,-2.92168116784,-167.4,0.00444158585121,0.099096253626,84.340679608,80.2306749108,89.5706357162,9.33996080539,469.189463008,833.391781232,6.79137781286,10,10,0.000331759918481,high,high,local_quadratic,0,0,0,0,0,1,1
1,-2.85884931477,-163.8,0.00444202561577,0.114628606517,83.4608060176,80.146656256,87.2808681086,7.13421185268,376.583588193,833.391781232,6.99691315774,9,9,0.00033187167719,high,high,local_quadratic,0,0,0,0,0,1,1
1,-2.79601746169,-160.2,0.00444272053981,0.1076505561,83.8557391152,80.9114976202,88.2636513226,7.35215370238,446.040520038,833.391781232,6.63926939184,10,10,0.000293616438285,high,high,local_quadratic,0,0,0,0,0,1,1
1,-2.73318560862,-156.6,0.00444004183728,0.0847295879377,85.1569197642,81.0159373984,118.50026174,37.4843243415,757.406582722,833.391781232,7.55248469867,9,9,0.000268832081929,wide_ci,low,local_quadratic,0,0,1,0,0,0,1
1,-2.67035375555,-153,0.00443727545203,0.0529557318966,86.9686915212,5.71210245137,89.9119534826,84.1998510312,398.844049026,833.391781232,8.90107001739,8,8,0.000268832081929,wide_ci,low,local_quadratic,0,0,1,0,0,0,1
1,-2.60752190248,-149.4,0.00443935260124,0.0978771715779,84.409856862,81.662036192,88.1032824657,6.44124627369,382.378773414,833.391781232,7.6585453828,9,9,0.00032744044438,high,high,local_quadratic,0,0,0,0,0,1,1
1,-2.54469004941,-145.8,0.00443893727,0.0952119269545,84.5611538277,79.6733495934,87.7761108043,8.10276121094,426.129315046,833.391781232,8.09506157507,9,9,0.000327344518155,warn,medium,local_quadratic,0,0,0,0,0,0,1
