time,max_z,min_z,mean_z,num_points
0.0,0.004100000485777855,0.004100000020116568,0.004100000020116568,641
0.1,0.004335192963480949,0.003955190069973469,0.004155736416578293,629
0.2,0.004364875145256519,0.0038962699472904205,0.004170590545982122,594
0.3,0.004377533216029406,0.003868317464366555,0.004179858602583408,565
0.4,0.004381619859486818,0.0038573930505663157,0.004183386452496052,557
0.5,0.004383048973977566,0.0038552498444914818,0.0041840532794594765,557
0.6,0.004382146056741476,0.0038550193421542645,0.004184046760201454,557
0.7,0.00438563572242856,0.003854511771351099,0.00418421346694231,557
0.8,0.004382751416414976,0.0038546808063983917,0.004184145014733076,557
0.9,0.004384131636470556,0.0038541306275874376,0.004184242803603411,557
1.0,0.0043888273648917675,0.003854729700833559,0.004182309377938509,569
1.1,0.004385966341942549,0.0038555418141186237,0.004182065837085247,569
1.2,0.004382030572742224,0.003854417009279132,0.0041839806362986565,557
1.3,0.004399265628308058,0.0038505536504089832,0.004188762046396732,591
1.4,0.00441961782053113,0.0038420057389885187,0.00419597839936614,624
1.5,0.004429348278790712,0.003839177079498768,0.004197821952402592,635
1.6,0.004428792279213667,0.0038374129217118025,0.00419811625033617,635
1.7,0.004431655630469322,0.0038365742657333612,0.004199220333248377,630
1.8,0.004433330614119768,0.003835181938484311,0.004199644550681114,638
1.9,0.004433870781213045,0.003834084141999483,0.0042013260535895824,635
2.0,0.004435156472027302,0.003833913942798972,0.004202205687761307,637
2.1,0.004436966963112354,0.0038341779727488756,0.004202206619083881,637
2.2,0.004437797702848911,0.003834133269265294,0.004202299285680056,637
2.3,0.0044387648813426495,0.0038332962431013584,0.004202352371066809,637
2.4,0.004452775232493877,0.0038341053295880556,0.0042033628560602665,647
2.5,0.004456640686839819,0.0038370033726096153,0.004202083218842745,644
2.6,0.004455421585589647,0.003840300953015685,0.0042012473568320274,643
2.7,0.0044513242319226265,0.0038426558021456003,0.004200072027742863,641
2.8,0.004447042942047119,0.00384329236112535,0.004200947470963001,637
2.9,0.0044434284791350365,0.003843983169645071,0.004200216848403215,635
3.0,0.004445414058864117,0.0038436600007116795,0.004199163522571325,636
3.1,0.004446313716471195,0.003842563834041357,0.004199197515845299,636
3.2,0.004449135158210993,0.0038425405509769917,0.004199309274554253,632
3.3,0.004453718662261963,0.003841287922114134,0.0041978489607572556,632
3.4,0.004457626026123762,0.003840350080281496,0.0041979956440627575,632
3.5,0.004459949675947428,0.003840448334813118,0.004197331145405769,630
3.6,0.004461305215954781,0.003840001532807946,0.004197991918772459,628
3.7,0.004462985321879387,0.0038399682380259037,0.004200578201562166,630
3.8,0.004463036544620991,0.0038396110758185387,0.004199758637696505,635
3.9,0.004461192991584539,0.0038401708006858826,0.0041994135826826096,637
4.0,0.00446347426623106,0.0038405496161431074,0.004199241753667593,636
4.1,0.004463274031877518,0.0038402120117098093,0.0042007300071418285,641
4.2,0.004459594376385212,0.003841453231871128,0.00420033885166049,638
4.3,0.00445772148668766,0.00384248117916286,0.004199601709842682,637
4.4,0.004458565264940262,0.0038421025965362787,0.0042008464224636555,644
4.5,0.004450154025107622,0.003843367099761963,0.004199986811727285,641
4.6,0.0044479588977992535,0.003843663027510047,0.004199260845780373,639
4.7,0.004445499740540981,0.0038430476561188698,0.004200393799692392,635
4.8,0.004443157464265823,0.0038435219321399927,0.004200980067253113,637
4.9,0.004446787294000387,0.0038420967757701874,0.004198284354060888,633
5.0,0.004450181964784861,0.003841699566692114,0.004198931157588959,635
5.1,0.004451936110854149,0.0038418541662395,0.004198782611638308,635
5.2,0.004456199239939451,0.0038405766244977713,0.004197809845209122,632
5.3,0.004459940828382969,0.0038405251689255238,0.004198271315544844,633
5.4,0.0044600204564630985,0.003840480465441942,0.0041974750347435474,628
5.5,0.004462347365915775,0.003839975455775857,0.004199535120278597,627
5.6,0.004464310593903065,0.003840020392090082,0.004199483897536993,634
5.7,0.004462250508368015,0.003840058110654354,0.004199351649731398,637
5.8,0.004463918972760439,0.003840420627966523,0.00419917656108737,636
5.9,0.004463821649551392,0.003840433666482568,0.004199502058327198,637
6.0,0.004460623487830162,0.0038411312270909548,0.004200954921543598,645
6.1,0.00445915712043643,0.003842367557808757,0.004199563525617123,637
6.2,0.004459438379853964,0.003842021804302931,0.004199807066470385,641
6.3,0.004453194793313742,0.0038429356645792723,0.004200727678835392,644
6.4,0.004450094420462847,0.003843720303848386,0.004199368879199028,639
6.5,0.0044485777616500854,0.003843069076538086,0.004199506249278784,637
6.6,0.0044431122951209545,0.003843531012535095,0.004200323019176722,635
6.7,0.004444725811481476,0.003843556623905897,0.004199213348329067,636
6.8,0.004448443651199341,0.0038419454358518124,0.00419826153665781,633
6.9,0.004448204766958952,0.003842031117528677,0.004198885522782803,635
7.0,0.004452038090676069,0.0038414117880165577,0.004197962582111359,632
