snapshot_time,theta_rad,theta_deg,zeta_wall,status,quality_tier,estimator_source
10,-3.11017672705,-178.2,0.00414954408853,high,high,local_quadratic
10,-3.04734487398,-174.6,0.00415014756569,high,high,local_quadratic
10,-2.98451302091,-171,0.00415057150658,high,high,local_quadratic
10,-2.92168116784,-167.4,0.00415031328303,high,high,local_quadratic
10,-2.85884931477,-163.8,0.00415007704955,high,high,local_quadratic
10,-2.79601746169,-160.2,0.00415021566652,high,high,local_quadratic
10,-2.73318560862,-156.6,0.00415028053502,high,high,local_quadratic
10,-2.67035375555,-153,0.00415014711486,high,high,local_quadratic
10,-2.60752190248,-149.4,0.00415003384125,high,high,local_quadratic
10,-2.54469004941,-145.8,0.0041500670099,high,high,local_quadratic
10,-2.48185819634,-142.2,0.0041500103105,high,high,local_quadratic
10,-2.41902634326,-138.6,0.00414970897729,high,high,local_quadratic
10,-2.35619449019,-135,0.00414950199588,high,high,local_quadratic
10,-2.29336263712,-131.4,0.0041497115765,high,high,local_quadratic
10,-2.23053078405,-127.8,0.004149962757,high,high,local_quadratic
10,-2.16769893098,-124.2,0.00414998328204,high,high,local_quadratic
10,-2.10486707791,-120.6,0.00414998266232,high,high,local_quadratic
10,-2.04203522483,-117,0.00415018057227,high,high,local_quadratic
10,-1.97920337176,-113.4,0.00415046808942,high,high,local_quadratic
10,-1.91637151869,-109.8,0.00415063141889,high,high,local_quadratic
10,-1.85353966562,-106.2,0.00415043029231,high,high,local_quadratic
10,-1.79070781255,-102.6,0.00415053385894,high,high,local_quadratic
10,-1.72787595947,-99,0.00415100953784,high,high,local_quadratic
10,-1.6650441064,-95.4,0.004150571976,high,high,local_quadratic
10,-1.60221225333,-91.8,0.00415027231004,high,high,local_quadratic
10,-1.53938040026,-88.2,0.00415036044766,high,high,local_quadratic
10,-1.47654854719,-84.6,0.00415091356116,high,high,local_quadratic
10,-1.41371669412,-81,0.00415125573308,high,high,local_quadratic
10,-1.35088484104,-77.4,0.00415177942918,high,high,local_quadratic
10,-1.28805298797,-73.8,0.00415150615758,high,high,local_quadratic
10,-1.2252211349,-70.2,0.00415106790513,high,high,local_quadratic
10,-1.16238928183,-66.6,0.00415056451613,high,high,local_quadratic
10,-1.09955742876,-63,0.00415038278499,high,high,local_quadratic
10,-1.03672557568,-59.4,0.00415010316288,high,high,local_quadratic
10,-0.973893722613,-55.8,0.00415007521503,high,high,local_quadratic
10,-0.911061869541,-52.2,0.00414997580687,high,high,local_quadratic
10,-0.848230016469,-48.6,0.0041496181723,high,high,local_quadratic
10,-0.785398163397,-45,0.00414926754053,high,high,local_quadratic
10,-0.722566310326,-41.4,0.00414965537828,high,high,local_quadratic
10,-0.659734457254,-37.8,0.00414998941257,high,high,local_quadratic
10,-0.596902604182,-34.2,0.00415001333323,high,high,local_quadratic
10,-0.53407075111,-30.6,0.00414997077843,high,high,local_quadratic
10,-0.471238898038,-27,0.0041501092909,high,high,local_quadratic
10,-0.408407044967,-23.4,0.00415021377665,high,high,local_quadratic
10,-0.345575191895,-19.8,0.00415080681243,high,high,local_quadratic
10,-0.282743338823,-16.2,0.00415111565004,high,high,local_quadratic
10,-0.219911485751,-12.6,0.00415139645952,high,high,local_quadratic
10,-0.157079632679,-9,0.0041504402412,high,high,local_quadratic
10,-0.0942477796077,-5.4,0.00415009544006,high,high,local_quadratic
10,-0.0314159265359,-1.8,0.00414938842385,high,high,local_quadratic
10,0.0314159265359,1.8,0.00414912100096,high,high,local_quadratic
10,0.0942477796077,5.4,0.00414926731832,high,high,local_quadratic
10,0.157079632679,9,0.00414983232771,high,high,local_quadratic
10,0.219911485751,12.6,0.004149962098,high,high,local_quadratic
10,0.282743338823,16.2,0.00415025141071,high,high,local_quadratic
10,0.345575191895,19.8,0.00415061240205,high,high,local_quadratic
10,0.408407044967,23.4,0.0041506555471,high,high,local_quadratic
10,0.471238898038,27,0.00415050009559,high,high,local_quadratic
10,0.53407075111,30.6,0.00415024142637,high,high,local_quadratic
10,0.596902604182,34.2,0.00415024104465,high,high,local_quadratic
10,0.659734457254,37.8,0.00415013129785,high,high,local_quadratic
10,0.722566310326,41.4,0.00414957846865,high,high,local_quadratic
10,0.785398163397,45,0.00414907399392,high,high,local_quadratic
10,0.848230016469,48.6,0.00414946878226,high,high,local_quadratic
10,0.911061869541,52.2,0.00414998128465,high,high,local_quadratic
10,0.973893722613,55.8,0.00414998982371,high,high,local_quadratic
10,1.03672557568,59.4,0.00414994281104,high,high,local_quadratic
10,1.09955742876,63,0.00415002432751,high,high,local_quadratic
10,1.16238928183,66.6,0.00415013180237,high,high,local_quadratic
10,1.2252211349,70.2,0.00415016605512,high,high,local_quadratic
10,1.28805298797,73.8,0.0041500683947,high,high,local_quadratic
10,1.35088484104,77.4,0.00415017674188,high,high,local_quadratic
10,1.41371669412,81,0.00415044734905,high,high,local_quadratic
10,1.47654854719,84.6,0.00414995409875,high,high,local_quadratic
10,1.53938040026,88.2,0.00414921612877,high,high,local_quadratic
10,1.60221225333,91.8,0.00414887993638,high,high,local_quadratic
10,1.6650441064,95.4,0.00414931810985,high,high,local_quadratic
10,1.72787595947,99,0.00414963340052,high,high,local_quadratic
10,1.79070781255,102.6,0.00414976275122,high,high,local_quadratic
10,1.85353966562,106.2,0.00414988032484,high,high,local_quadratic
10,1.91637151869,109.8,0.00415004975661,high,high,local_quadratic
10,1.97920337176,113.4,0.00415008502035,high,high,local_quadratic
10,2.04203522483,117,0.00414997736093,high,high,local_quadratic
10,2.10486707791,120.6,0.0041498935728,high,high,local_quadratic
10,2.16769893098,124.2,0.00414994338022,high,high,local_quadratic
10,2.23053078405,127.8,0.00414998691278,high,high,local_quadratic
