metric,value
openfoam_time,5.0
analytical_area,5.518820858782522e-05
analytical_hL,3.064838488219112e-06
l2_rms,0.0002369278316649328
l2_rms_capillary,0.08496268248076104
l2_sum,0.030077705949416614
num_samples,16116
